domain,cmpt_rank,is_home_district,category,counts,classification
1011now.com,0.0,False,news,1,local
1011now.com,1.0,False,news,531,local
1011now.com,1.0,True,news,2,local
1011now.com,2.0,False,news,255,local
1011now.com,2.0,True,news,1,local
1011now.com,3.0,False,news,5234,local
1011now.com,3.0,True,news,8,local
1011now.com,4.0,False,news,25779,local
1011now.com,4.0,True,news,55,local
1011now.com,5.0,False,news,14254,local
1011now.com,5.0,True,news,39,local
1011now.com,6.0,False,news,24511,local
1011now.com,6.0,True,news,47,local
1011now.com,7.0,False,news,8940,local
1011now.com,7.0,True,news,27,local
1011now.com,8.0,False,news,4135,local
1011now.com,8.0,True,news,14,local
1011now.com,9.0,False,news,644,local
1011now.com,9.0,True,news,3,local
1011now.com,10.0,False,news,214,local
1011now.com,11.0,False,news,130,local
1011now.com,12.0,False,news,8,local
10news.com,1.0,False,news,1,local
10news.com,2.0,False,news,465,local
10news.com,2.0,True,news,1,local
10news.com,3.0,False,news,15,local
10news.com,4.0,False,news,51,local
10news.com,4.0,True,news,1,local
10news.com,5.0,False,news,1520,local
10news.com,5.0,True,news,4,local
10news.com,6.0,False,news,3129,local
10news.com,6.0,True,news,8,local
10news.com,7.0,False,news,3042,local
10news.com,7.0,True,news,6,local
10news.com,8.0,False,news,753,local
10news.com,8.0,True,news,1,local
10news.com,9.0,False,news,452,local
10news.com,9.0,True,news,1,local
10news.com,10.0,False,news,12,local
10tv.com,0.0,False,news,5,local
10tv.com,1.0,False,news,1324,local
10tv.com,1.0,True,news,3,local
10tv.com,2.0,False,news,317,local
10tv.com,2.0,True,news,1,local
10tv.com,3.0,False,news,2126,local
10tv.com,3.0,True,news,7,local
10tv.com,4.0,False,news,5346,local
10tv.com,4.0,True,news,11,local
10tv.com,5.0,False,news,14460,local
10tv.com,5.0,True,news,32,local
10tv.com,6.0,False,news,8481,local
10tv.com,6.0,True,news,23,local
10tv.com,7.0,False,news,5258,local
10tv.com,7.0,True,news,13,local
10tv.com,8.0,False,news,2176,local
10tv.com,8.0,True,news,3,local
10tv.com,9.0,False,news,1564,local
10tv.com,9.0,True,news,3,local
10tv.com,10.0,False,news,1315,local
10tv.com,10.0,True,news,4,local
10tv.com,11.0,False,news,25,local
11alive.com,1.0,False,news,528,local
11alive.com,1.0,True,news,3,local
11alive.com,2.0,False,news,2423,local
11alive.com,2.0,True,news,2,local
11alive.com,3.0,False,news,7831,local
11alive.com,3.0,True,news,16,local
11alive.com,4.0,False,news,13211,local
11alive.com,4.0,True,news,30,local
11alive.com,5.0,False,news,26107,local
11alive.com,5.0,True,news,48,local
11alive.com,6.0,False,news,24994,local
11alive.com,6.0,True,news,73,local
11alive.com,7.0,False,news,15264,local
11alive.com,7.0,True,news,42,local
11alive.com,8.0,False,news,6402,local
11alive.com,8.0,True,news,6,local
11alive.com,9.0,False,news,1250,local
11alive.com,9.0,True,news,5,local
11alive.com,10.0,False,news,34,local
11alive.com,10.0,True,news,1,local
11alive.com,12.0,False,news,2,local
12news.com,1.0,False,news,12,local
12news.com,2.0,False,news,1327,local
12news.com,2.0,True,news,4,local
12news.com,3.0,False,news,1837,local
12news.com,3.0,True,news,5,local
12news.com,4.0,False,news,251,local
12news.com,4.0,True,news,1,local
12news.com,5.0,False,news,3871,local
12news.com,5.0,True,news,14,local
12news.com,6.0,False,news,5148,local
12news.com,6.0,True,news,6,local
12news.com,7.0,False,news,5147,local
12news.com,7.0,True,news,12,local
12news.com,8.0,False,news,6817,local
12news.com,8.0,True,news,15,local
12news.com,9.0,False,news,53,local
12news.com,10.0,False,news,630,local
12news.com,10.0,True,news,2,local
12news.com,11.0,False,news,257,local
12news.com,11.0,True,news,1,local
12news.com,12.0,False,news,4,local
12newsnow.com,1.0,False,news,16,local
12newsnow.com,2.0,False,news,8,local
12newsnow.com,3.0,False,news,1919,local
12newsnow.com,3.0,True,news,3,local
12newsnow.com,4.0,False,news,1871,local
12newsnow.com,4.0,True,news,7,local
12newsnow.com,5.0,False,news,2742,local
12newsnow.com,5.0,True,news,5,local
12newsnow.com,6.0,False,news,2360,local
12newsnow.com,6.0,True,news,3,local
12newsnow.com,7.0,False,news,4372,local
12newsnow.com,7.0,True,news,9,local
12newsnow.com,8.0,False,news,2624,local
12newsnow.com,8.0,True,news,10,local
12newsnow.com,9.0,False,news,522,local
12newsnow.com,9.0,True,news,1,local
12newsnow.com,10.0,False,news,311,local
12newsnow.com,10.0,True,news,1,local
12newsnow.com,11.0,False,news,457,local
12newsnow.com,12.0,False,news,106,local
12newsnow.com,13.0,False,news,1,local
12newsnow.com,13.0,True,news,1,local
13abc.com,2.0,False,news,4,local
13abc.com,3.0,False,news,2931,local
13abc.com,3.0,True,news,10,local
13abc.com,4.0,False,news,2356,local
13abc.com,4.0,True,news,1,local
13abc.com,5.0,False,news,802,local
13abc.com,5.0,True,news,2,local
13abc.com,6.0,False,news,2737,local
13abc.com,6.0,True,news,8,local
13abc.com,7.0,False,news,1215,local
13abc.com,7.0,True,news,1,local
13abc.com,8.0,False,news,941,local
13abc.com,8.0,True,news,2,local
13abc.com,9.0,False,news,221,local
13abc.com,10.0,False,news,42,local
13abc.com,11.0,False,news,3,local
13newsnow.com,1.0,False,news,1007,local
13newsnow.com,1.0,True,news,1,local
13newsnow.com,2.0,False,news,3789,local
13newsnow.com,2.0,True,news,7,local
13newsnow.com,3.0,False,news,4281,local
13newsnow.com,3.0,True,news,6,local
13newsnow.com,4.0,False,news,13347,local
13newsnow.com,4.0,True,news,33,local
13newsnow.com,5.0,False,news,13789,local
13newsnow.com,5.0,True,news,24,local
13newsnow.com,6.0,False,news,29193,local
13newsnow.com,6.0,True,news,72,local
13newsnow.com,7.0,False,news,13880,local
13newsnow.com,7.0,True,news,37,local
13newsnow.com,8.0,False,news,5704,local
13newsnow.com,8.0,True,news,12,local
13newsnow.com,9.0,False,news,2294,local
13newsnow.com,9.0,True,news,6,local
13newsnow.com,10.0,False,news,455,local
13newsnow.com,10.0,True,news,2,local
13newsnow.com,11.0,False,news,27,local
13newsnow.com,12.0,False,news,1,local
13wham.com,1.0,False,news,131,local
13wham.com,2.0,False,news,37,local
13wham.com,3.0,False,news,1941,local
13wham.com,3.0,True,news,3,local
13wham.com,4.0,False,news,6089,local
13wham.com,4.0,True,news,13,local
13wham.com,5.0,False,news,8689,local
13wham.com,5.0,True,news,16,local
13wham.com,6.0,False,news,8607,local
13wham.com,6.0,True,news,21,local
13wham.com,7.0,False,news,15155,local
13wham.com,7.0,True,news,36,local
13wham.com,8.0,False,news,2297,local
13wham.com,8.0,True,news,5,local
13wham.com,9.0,False,news,92,local
13wham.com,10.0,False,news,6,local
13wmaz.com,0.0,False,news,2,local
13wmaz.com,1.0,False,news,583,local
13wmaz.com,1.0,True,news,1,local
13wmaz.com,2.0,False,news,13,local
13wmaz.com,3.0,False,news,116,local
13wmaz.com,3.0,True,news,2,local
13wmaz.com,4.0,False,news,1734,local
13wmaz.com,4.0,True,news,1,local
13wmaz.com,5.0,False,news,1717,local
13wmaz.com,5.0,True,news,3,local
13wmaz.com,6.0,False,news,2219,local
13wmaz.com,6.0,True,news,3,local
13wmaz.com,7.0,False,news,179,local
13wmaz.com,7.0,True,news,2,local
13wmaz.com,8.0,False,news,267,local
13wmaz.com,8.0,True,news,2,local
13wmaz.com,9.0,False,news,542,local
13wmaz.com,9.0,True,news,3,local
13wmaz.com,10.0,False,news,573,local
13wmaz.com,10.0,True,news,2,local
13wmaz.com,11.0,False,news,142,local
13wmaz.com,11.0,True,news,1,local
13wmaz.com,12.0,False,news,2,local
1430wcmy.com,6.0,False,news,5,
1440wrok.com,3.0,False,news,54,
1440wrok.com,4.0,False,news,755,
1440wrok.com,4.0,True,news,2,
1440wrok.com,5.0,False,news,430,
1440wrok.com,5.0,True,news,1,
14news.com,2.0,False,news,10,local
14news.com,3.0,False,news,124,local
14news.com,4.0,False,news,417,local
14news.com,4.0,True,news,2,local
14news.com,5.0,False,news,1410,local
14news.com,5.0,True,news,3,local
14news.com,6.0,False,news,679,local
14news.com,6.0,True,news,1,local
14news.com,7.0,False,news,1603,local
14news.com,7.0,True,news,4,local
14news.com,8.0,False,news,497,local
14news.com,8.0,True,news,1,local
14news.com,9.0,False,news,14,local
21centurystate.com,7.0,False,other_third_party,3,
247sports.com,1.0,False,news,1,national
247sports.com,3.0,False,news,62,national
247sports.com,4.0,False,news,110,national
247sports.com,4.0,True,news,1,national
247sports.com,5.0,False,news,73,national
247sports.com,6.0,False,news,1,national
247sports.com,8.0,False,news,74,national
247sports.com,9.0,False,news,276,national
247sports.com,10.0,False,news,17,national
247sports.com,11.0,False,news,109,national
27east.com,4.0,False,news,8,local
27east.com,5.0,False,news,28,local
27east.com,6.0,False,news,1263,local
27east.com,6.0,True,news,3,local
27east.com,7.0,False,news,5,local
3newsnow.com,1.0,False,news,512,local
3newsnow.com,1.0,True,news,1,local
3newsnow.com,2.0,False,news,472,local
3newsnow.com,3.0,False,news,1803,local
3newsnow.com,3.0,True,news,2,local
3newsnow.com,4.0,False,news,4430,local
3newsnow.com,4.0,True,news,10,local
3newsnow.com,5.0,False,news,6888,local
3newsnow.com,5.0,True,news,11,local
3newsnow.com,6.0,False,news,10592,local
3newsnow.com,6.0,True,news,22,local
3newsnow.com,7.0,False,news,4151,local
3newsnow.com,7.0,True,news,14,local
3newsnow.com,8.0,False,news,1550,local
3newsnow.com,8.0,True,news,8,local
3newsnow.com,9.0,False,news,1089,local
3newsnow.com,9.0,True,news,2,local
3newsnow.com,10.0,False,news,371,local
3newsnow.com,11.0,False,news,161,local
3newsnow.com,12.0,False,news,45,local
3newsnow.com,12.0,True,news,2,local
401kspecialistmag.com,1.0,False,news,61,
401kspecialistmag.com,2.0,False,news,2260,
401kspecialistmag.com,2.0,True,news,3,
401kspecialistmag.com,3.0,False,news,4193,
401kspecialistmag.com,3.0,True,news,12,
401kspecialistmag.com,4.0,False,news,3391,
401kspecialistmag.com,4.0,True,news,8,
401kspecialistmag.com,5.0,False,news,486,
401kspecialistmag.com,5.0,True,news,1,
401kspecialistmag.com,6.0,False,news,33,
401kspecialistmag.com,7.0,False,news,2,
401kspecialistmag.com,8.0,False,news,2,
4029tv.com,1.0,False,news,1,local
4029tv.com,2.0,False,news,9,local
4029tv.com,3.0,False,news,670,local
4029tv.com,3.0,True,news,3,local
4029tv.com,4.0,False,news,1312,local
4029tv.com,4.0,True,news,4,local
4029tv.com,5.0,False,news,3007,local
4029tv.com,5.0,True,news,7,local
4029tv.com,6.0,False,news,4791,local
4029tv.com,6.0,True,news,12,local
4029tv.com,7.0,False,news,2021,local
4029tv.com,7.0,True,news,2,local
4029tv.com,8.0,False,news,1640,local
4029tv.com,8.0,True,news,3,local
4029tv.com,9.0,False,news,807,local
4029tv.com,9.0,True,news,2,local
4029tv.com,10.0,False,news,81,local
4029tv.com,11.0,False,news,1,local
406mtsports.com,3.0,False,news,7,local
406mtsports.com,4.0,False,news,102,local
406mtsports.com,5.0,False,news,217,local
406mtsports.com,5.0,True,news,1,local
406mtsports.com,6.0,False,news,1,local
41nbc.com,1.0,False,news,47,local
41nbc.com,2.0,False,news,2,local
41nbc.com,3.0,False,news,14,local
41nbc.com,4.0,False,news,432,local
41nbc.com,4.0,True,news,1,local
41nbc.com,5.0,False,news,2347,local
41nbc.com,5.0,True,news,3,local
41nbc.com,6.0,False,news,2609,local
41nbc.com,6.0,True,news,7,local
41nbc.com,7.0,False,news,485,local
41nbc.com,7.0,True,news,3,local
41nbc.com,8.0,False,news,221,local
5280.com,3.0,False,news,9,local
5280.com,3.0,True,news,1,local
5280.com,4.0,False,news,225,local
5280.com,4.0,True,news,1,local
5280.com,5.0,False,news,540,local
5280.com,5.0,True,news,3,local
5280.com,6.0,False,news,88,local
5280.com,6.0,True,news,1,local
5280.com,7.0,False,news,10,local
5280.com,8.0,False,news,227,local
5280.com,9.0,False,news,312,local
5280.com,10.0,False,news,126,local
5280.com,10.0,True,news,9,local
5280.com,11.0,False,news,2242,local
5280.com,11.0,True,news,5,local
5280.com,12.0,False,news,4,local
560theanswer.com,4.0,False,news,11,
560theanswer.com,5.0,False,news,11,
560theanswer.com,6.0,False,news,82,
560theanswer.com,7.0,False,news,103,
560theanswer.com,8.0,False,news,22,
560theanswer.com,9.0,False,news,119,
560theanswer.com,10.0,False,news,15,
560theanswer.com,11.0,False,news,5,
5newsonline.com,1.0,False,news,31,local
5newsonline.com,1.0,True,news,1,local
5newsonline.com,2.0,False,news,23,local
5newsonline.com,3.0,False,news,270,local
5newsonline.com,3.0,True,news,1,local
5newsonline.com,4.0,False,news,7301,local
5newsonline.com,4.0,True,news,13,local
5newsonline.com,5.0,False,news,7564,local
5newsonline.com,5.0,True,news,7,local
5newsonline.com,6.0,False,news,4534,local
5newsonline.com,6.0,True,news,7,local
5newsonline.com,7.0,False,news,5951,local
5newsonline.com,7.0,True,news,18,local
5newsonline.com,8.0,False,news,3129,local
5newsonline.com,8.0,True,news,18,local
5newsonline.com,9.0,False,news,562,local
5newsonline.com,9.0,True,news,2,local
5newsonline.com,10.0,False,news,65,local
5newsonline.com,10.0,True,news,1,local
5newsonline.com,11.0,False,news,152,local
5newsonline.com,12.0,False,news,30,local
5newsonline.com,13.0,False,news,3,local
6abc.com,0.0,False,news,2,local
6abc.com,1.0,False,news,24,local
6abc.com,2.0,False,news,27,local
6abc.com,3.0,False,news,1185,local
6abc.com,3.0,True,news,3,local
6abc.com,4.0,False,news,1253,local
6abc.com,4.0,True,news,2,local
6abc.com,5.0,False,news,6058,local
6abc.com,5.0,True,news,7,local
6abc.com,6.0,False,news,6120,local
6abc.com,6.0,True,news,8,local
6abc.com,7.0,False,news,3074,local
6abc.com,7.0,True,news,3,local
6abc.com,8.0,False,news,1214,local
6abc.com,8.0,True,news,2,local
6abc.com,9.0,False,news,330,local
6abc.com,9.0,True,news,1,local
6abc.com,10.0,False,news,138,local
6abc.com,11.0,False,news,7,local
6amcity.com,1.0,False,news,83,
6amcity.com,6.0,False,news,7167,
6amcity.com,6.0,True,news,17,
6amcity.com,7.0,False,news,37,
710keel.com,1.0,False,news,272,local
710keel.com,1.0,True,news,1,local
710keel.com,2.0,False,news,376,local
710keel.com,3.0,False,news,559,local
710keel.com,3.0,True,news,1,local
710keel.com,4.0,False,news,368,local
710keel.com,5.0,False,news,380,local
710keel.com,5.0,True,news,1,local
710keel.com,6.0,False,news,197,local
710keel.com,7.0,False,news,144,local
710keel.com,7.0,True,news,1,local
710keel.com,8.0,False,news,136,local
710keel.com,9.0,False,news,204,local
710keel.com,10.0,False,news,58,local
710keel.com,11.0,False,news,144,local
710keel.com,11.0,True,news,1,local
710keel.com,12.0,False,news,25,local
83degreesmedia.com,2.0,False,news,11,
83degreesmedia.com,3.0,False,news,6,
83degreesmedia.com,4.0,False,news,47,
83degreesmedia.com,5.0,False,news,117,
83degreesmedia.com,6.0,False,news,3154,
83degreesmedia.com,6.0,True,news,5,
83degreesmedia.com,7.0,False,news,4138,
83degreesmedia.com,7.0,True,news,6,
83degreesmedia.com,8.0,False,news,1304,
83degreesmedia.com,8.0,True,news,3,
83degreesmedia.com,9.0,False,news,185,
83degreesmedia.com,10.0,False,news,22,
8newsnow.com,0.0,False,news,832,local
8newsnow.com,0.0,True,news,1,local
8newsnow.com,1.0,False,news,149,local
8newsnow.com,2.0,False,news,1122,local
8newsnow.com,2.0,True,news,4,local
8newsnow.com,3.0,False,news,1439,local
8newsnow.com,3.0,True,news,1,local
8newsnow.com,4.0,False,news,4990,local
8newsnow.com,4.0,True,news,10,local
8newsnow.com,5.0,False,news,3808,local
8newsnow.com,5.0,True,news,11,local
8newsnow.com,6.0,False,news,2012,local
8newsnow.com,6.0,True,news,7,local
8newsnow.com,7.0,False,news,3507,local
8newsnow.com,7.0,True,news,5,local
8newsnow.com,8.0,False,news,2306,local
8newsnow.com,8.0,True,news,8,local
8newsnow.com,9.0,False,news,1181,local
8newsnow.com,9.0,True,news,4,local
8newsnow.com,10.0,False,news,1752,local
8newsnow.com,10.0,True,news,2,local
8newsnow.com,11.0,False,news,744,local
8newsnow.com,12.0,False,news,52,local
945theanswer.com,3.0,False,other_third_party,1,
945theanswer.com,4.0,False,other_third_party,2,
945theanswer.com,7.0,False,other_third_party,38,
945theanswer.com,8.0,False,other_third_party,210,
945theanswer.com,9.0,False,other_third_party,788,
945theanswer.com,10.0,False,other_third_party,375,
945theanswer.com,11.0,False,other_third_party,2,
953mnc.com,2.0,False,news,401,
953mnc.com,3.0,False,news,749,
953mnc.com,3.0,True,news,1,
953mnc.com,4.0,False,news,5952,
953mnc.com,4.0,True,news,10,
953mnc.com,5.0,False,news,18276,
953mnc.com,5.0,True,news,44,
953mnc.com,6.0,False,news,12738,
953mnc.com,6.0,True,news,31,
953mnc.com,7.0,False,news,6664,
953mnc.com,7.0,True,news,17,
953mnc.com,8.0,False,news,342,
959watd.com,2.0,False,news,1,
959watd.com,3.0,False,news,118,
959watd.com,4.0,False,news,791,
959watd.com,4.0,True,news,4,
959watd.com,5.0,False,news,821,
959watd.com,5.0,True,news,1,
959watd.com,6.0,False,news,3852,
959watd.com,6.0,True,news,8,
959watd.com,7.0,False,news,48,
959watd.com,8.0,False,news,23,
959watd.com,9.0,False,news,1,
960thepatriot.com,3.0,False,news,2,
960thepatriot.com,9.0,False,news,5,
960thepatriot.com,10.0,False,news,190,
9and10news.com,0.0,False,news,18,local
9and10news.com,1.0,False,news,639,local
9and10news.com,1.0,True,news,1,local
9and10news.com,2.0,False,news,333,local
9and10news.com,2.0,True,news,1,local
9and10news.com,3.0,False,news,1446,local
9and10news.com,3.0,True,news,4,local
9and10news.com,4.0,False,news,6787,local
9and10news.com,4.0,True,news,17,local
9and10news.com,5.0,False,news,4603,local
9and10news.com,5.0,True,news,10,local
9and10news.com,6.0,False,news,3406,local
9and10news.com,6.0,True,news,9,local
9and10news.com,7.0,False,news,899,local
9and10news.com,7.0,True,news,2,local
9and10news.com,8.0,False,news,2499,local
9and10news.com,8.0,True,news,5,local
9and10news.com,9.0,False,news,508,local
9and10news.com,9.0,True,news,2,local
9and10news.com,10.0,False,news,855,local
9and10news.com,10.0,True,news,2,local
9and10news.com,11.0,False,news,442,local
9and10news.com,11.0,True,news,1,local
9and10news.com,12.0,False,news,3,local
9news.com,1.0,False,news,2602,local
9news.com,1.0,True,news,7,local
9news.com,2.0,False,news,537,local
9news.com,2.0,True,news,1,local
9news.com,3.0,False,news,1381,local
9news.com,3.0,True,news,3,local
9news.com,4.0,False,news,2459,local
9news.com,4.0,True,news,5,local
9news.com,5.0,False,news,3817,local
9news.com,5.0,True,news,7,local
9news.com,6.0,False,news,2255,local
9news.com,6.0,True,news,5,local
9news.com,7.0,False,news,2945,local
9news.com,7.0,True,news,5,local
9news.com,8.0,False,news,1693,local
9news.com,8.0,True,news,3,local
9news.com,9.0,False,news,824,local
9news.com,9.0,True,news,2,local
9news.com,10.0,False,news,1251,local
9news.com,10.0,True,news,4,local
9news.com,11.0,False,news,343,local
9news.com,11.0,True,news,1,local
9news.com,12.0,False,news,1,local
aa.com.tr,2.0,False,news,13,
aa.com.tr,3.0,False,news,11,
aa.com.tr,4.0,False,news,4,
aa.com.tr,6.0,False,news,739,
aa.com.tr,6.0,True,news,2,
aa.com.tr,7.0,False,news,33,
aaf.org,11.0,False,other_third_party,29,
abajournal.com,1.0,False,news,19,national
abajournal.com,2.0,False,news,2024,national
abajournal.com,2.0,True,news,4,national
abajournal.com,3.0,False,news,298,national
abajournal.com,3.0,True,news,1,national
abajournal.com,4.0,False,news,2037,national
abajournal.com,4.0,True,news,6,national
abajournal.com,5.0,False,news,44,national
abajournal.com,6.0,False,news,1,national
abajournal.com,7.0,False,news,11,national
abbyfinkenauer.com,0.0,False,campaign_personal,1396,
abbyfinkenauer.com,0.0,True,campaign_personal,5,
abbyfinkenauer.com,1.0,False,campaign_personal,20657,
abbyfinkenauer.com,1.0,True,campaign_personal,50,
abbyfinkenauer.com,2.0,False,campaign_personal,11743,
abbyfinkenauer.com,2.0,True,campaign_personal,31,
abbyfinkenauer.com,3.0,False,campaign_personal,11764,
abbyfinkenauer.com,3.0,True,campaign_personal,24,
abbyfinkenauer.com,4.0,False,campaign_personal,675,
abbyfinkenauer.com,4.0,True,campaign_personal,1,
abbyfinkenauer.com,5.0,False,campaign_personal,563,
abbyfinkenauer.com,6.0,False,campaign_personal,390,
abc10.com,0.0,False,news,2,local
abc10.com,1.0,False,news,1866,local
abc10.com,1.0,True,news,5,local
abc10.com,2.0,False,news,2794,local
abc10.com,2.0,True,news,6,local
abc10.com,3.0,False,news,3327,local
abc10.com,3.0,True,news,8,local
abc10.com,4.0,False,news,13174,local
abc10.com,4.0,True,news,21,local
abc10.com,5.0,False,news,20666,local
abc10.com,5.0,True,news,37,local
abc10.com,6.0,False,news,13546,local
abc10.com,6.0,True,news,23,local
abc10.com,7.0,False,news,8241,local
abc10.com,7.0,True,news,11,local
abc10.com,8.0,False,news,4120,local
abc10.com,8.0,True,news,16,local
abc10.com,9.0,False,news,5570,local
abc10.com,9.0,True,news,10,local
abc10.com,10.0,False,news,2858,local
abc10.com,10.0,True,news,7,local
abc10.com,11.0,False,news,710,local
abc10.com,12.0,False,news,97,local
abc10.com,12.0,True,news,1,local
abc10up.com,3.0,False,news,2,local
abc10up.com,4.0,False,news,517,local
abc10up.com,4.0,True,news,1,local
abc10up.com,5.0,False,news,2668,local
abc10up.com,5.0,True,news,6,local
abc10up.com,6.0,False,news,45,local
abc10up.com,7.0,False,news,2,local
abc10up.com,8.0,False,news,985,local
abc10up.com,8.0,True,news,3,local
abc11.com,0.0,False,news,26,local
abc11.com,1.0,False,news,1788,local
abc11.com,1.0,True,news,2,local
abc11.com,2.0,False,news,513,local
abc11.com,2.0,True,news,2,local
abc11.com,3.0,False,news,649,local
abc11.com,3.0,True,news,3,local
abc11.com,4.0,False,news,3293,local
abc11.com,4.0,True,news,6,local
abc11.com,5.0,False,news,2812,local
abc11.com,5.0,True,news,9,local
abc11.com,6.0,False,news,3096,local
abc11.com,6.0,True,news,2,local
abc11.com,7.0,False,news,1568,local
abc11.com,7.0,True,news,5,local
abc11.com,8.0,False,news,331,local
abc11.com,8.0,True,news,2,local
abc11.com,9.0,False,news,258,local
abc11.com,9.0,True,news,1,local
abc11.com,10.0,False,news,34,local
abc11.com,10.0,True,news,1,local
abc11.com,11.0,False,news,80,local
abc12.com,1.0,False,news,2452,local
abc12.com,1.0,True,news,4,local
abc12.com,2.0,False,news,2633,local
abc12.com,2.0,True,news,7,local
abc12.com,3.0,False,news,5096,local
abc12.com,3.0,True,news,7,local
abc12.com,4.0,False,news,2599,local
abc12.com,4.0,True,news,6,local
abc12.com,5.0,False,news,4504,local
abc12.com,5.0,True,news,2,local
abc12.com,6.0,False,news,4705,local
abc12.com,6.0,True,news,11,local
abc12.com,7.0,False,news,2170,local
abc12.com,7.0,True,news,3,local
abc12.com,8.0,False,news,1004,local
abc12.com,8.0,True,news,2,local
abc12.com,9.0,False,news,326,local
abc12.com,9.0,True,news,1,local
abc12.com,10.0,False,news,1,local
abc13.com,1.0,False,news,131,local
abc13.com,1.0,True,news,1,local
abc13.com,2.0,False,news,79,local
abc13.com,3.0,False,news,1164,local
abc13.com,3.0,True,news,1,local
abc13.com,4.0,False,news,3007,local
abc13.com,4.0,True,news,7,local
abc13.com,5.0,False,news,19162,local
abc13.com,5.0,True,news,43,local
abc13.com,6.0,False,news,11445,local
abc13.com,6.0,True,news,24,local
abc13.com,7.0,False,news,4501,local
abc13.com,7.0,True,news,14,local
abc13.com,8.0,False,news,1668,local
abc13.com,8.0,True,news,5,local
abc13.com,9.0,False,news,142,local
abc13.com,10.0,False,news,19,local
abc13.com,10.0,True,news,1,local
abc13.com,11.0,False,news,257,local
abc13.com,11.0,True,news,1,local
abc13.com,12.0,False,news,23,local
abc13.com,13.0,False,news,1,local
abc15.com,0.0,False,news,3,local
abc15.com,1.0,False,news,1553,local
abc15.com,1.0,True,news,3,local
abc15.com,2.0,False,news,1824,local
abc15.com,2.0,True,news,5,local
abc15.com,3.0,False,news,1817,local
abc15.com,3.0,True,news,3,local
abc15.com,4.0,False,news,1089,local
abc15.com,4.0,True,news,4,local
abc15.com,5.0,False,news,5105,local
abc15.com,5.0,True,news,9,local
abc15.com,6.0,False,news,5603,local
abc15.com,6.0,True,news,12,local
abc15.com,7.0,False,news,6346,local
abc15.com,7.0,True,news,18,local
abc15.com,8.0,False,news,1720,local
abc15.com,8.0,True,news,4,local
abc15.com,9.0,False,news,43,local
abc15.com,10.0,False,news,741,local
abc15.com,10.0,True,news,2,local
abc15.com,11.0,False,news,1052,local
abc15.com,11.0,True,news,2,local
abc15.com,12.0,False,news,2,local
abc15.com,13.0,False,news,1,local
abc17news.com,1.0,False,news,157,local
abc17news.com,2.0,False,news,651,local
abc17news.com,2.0,True,news,1,local
abc17news.com,3.0,False,news,5737,local
abc17news.com,3.0,True,news,12,local
abc17news.com,4.0,False,news,20545,local
abc17news.com,4.0,True,news,51,local
abc17news.com,5.0,False,news,41514,local
abc17news.com,5.0,True,news,85,local
abc17news.com,6.0,False,news,46318,local
abc17news.com,6.0,True,news,95,local
abc17news.com,7.0,False,news,29400,local
abc17news.com,7.0,True,news,72,local
abc17news.com,8.0,False,news,10740,local
abc17news.com,8.0,True,news,25,local
abc17news.com,9.0,False,news,1524,local
abc17news.com,9.0,True,news,12,local
abc17news.com,10.0,False,news,8,local
abc23.com,1.0,False,news,1,local
abc23.com,1.0,True,news,1,local
abc23.com,2.0,False,news,442,local
abc23.com,3.0,False,news,350,local
abc23.com,3.0,True,news,1,local
abc23.com,4.0,False,news,275,local
abc23.com,4.0,True,news,2,local
abc23.com,5.0,False,news,745,local
abc23.com,5.0,True,news,2,local
abc23.com,6.0,False,news,2550,local
abc23.com,6.0,True,news,6,local
abc23.com,7.0,False,news,790,local
abc23.com,8.0,False,news,66,local
abc27.com,1.0,False,news,522,local
abc27.com,1.0,True,news,3,local
abc27.com,2.0,False,news,326,local
abc27.com,2.0,True,news,2,local
abc27.com,3.0,False,news,3153,local
abc27.com,3.0,True,news,3,local
abc27.com,4.0,False,news,11740,local
abc27.com,4.0,True,news,27,local
abc27.com,5.0,False,news,12654,local
abc27.com,5.0,True,news,23,local
abc27.com,6.0,False,news,17113,local
abc27.com,6.0,True,news,39,local
abc27.com,7.0,False,news,11538,local
abc27.com,7.0,True,news,23,local
abc27.com,8.0,False,news,3372,local
abc27.com,8.0,True,news,9,local
abc27.com,9.0,False,news,394,local
abc27.com,9.0,True,news,2,local
abc27.com,10.0,False,news,182,local
abc27.com,10.0,True,news,1,local
abc27.com,11.0,False,news,134,local
abc27.com,11.0,True,news,1,local
abc27.com,12.0,False,news,14,local
abc30.com,0.0,False,news,52,local
abc30.com,0.0,True,news,1,local
abc30.com,1.0,False,news,533,local
abc30.com,1.0,True,news,1,local
abc30.com,2.0,False,news,1727,local
abc30.com,2.0,True,news,3,local
abc30.com,3.0,False,news,3699,local
abc30.com,3.0,True,news,8,local
abc30.com,4.0,False,news,7791,local
abc30.com,4.0,True,news,19,local
abc30.com,5.0,False,news,8113,local
abc30.com,5.0,True,news,23,local
abc30.com,6.0,False,news,12592,local
abc30.com,6.0,True,news,28,local
abc30.com,7.0,False,news,15686,local
abc30.com,7.0,True,news,31,local
abc30.com,8.0,False,news,14120,local
abc30.com,8.0,True,news,35,local
abc30.com,9.0,False,news,7913,local
abc30.com,9.0,True,news,18,local
abc30.com,10.0,False,news,1603,local
abc30.com,10.0,True,news,3,local
abc30.com,11.0,False,news,317,local
abc30.com,12.0,False,news,62,local
abc30.com,12.0,True,news,1,local
abc30.com,13.0,False,news,1,local
abc3340.com,1.0,False,news,524,local
