crawl_id,qry,home_dist,random_dist,result_length,rbo_similarity
20201116,Jim McGovern,MA-2,CA-39,13,1
20201028,Jim McGovern,MA-2,NC-1,13,1
20201016,Jim McGovern,MA-2,KS-2,13,1
20201103,Jim Cooper,TN-5,MO-4,10,1
20201120,Jim Cooper,TN-5,CT-4,10,1
20201114,Jim Cooper,TN-5,WA-4,9,1
20201121,Jim Cooper,TN-5,GA-11,10,1
20201117,Jim Cooper,TN-5,TX-11,9,1
20201111,Jim Cooper,TN-5,IN-5,10,1
20201007,Jim Cooper,TN-5,TX-5,10,1
20201006,Jim Cooper,TN-5,VA-4,13,1
20201105,Jim Cooper,TN-5,MA-8,13,1
20200920,Jim Cooper,TN-5,NV-1,13,1
20201129,Lance Gooden,TX-5,NJ-9,11,1
20201103,Lance Gooden,TX-5,GA-2,13,1
20201106,Lance Gooden,TX-5,CA-50,15,1
20201203,Lance Gooden,TX-5,IN-9,11,1
20201213,Lance Gooden,TX-5,CA-52,12,1
20201216,Lance Gooden,TX-5,AL-2,12,1
20200920,Lance Gooden,TX-5,CO-5,12,1
20201101,Lance Gooden,TX-5,FL-9,12,1
20201209,Lance Gooden,TX-5,OH-13,13,1
20201118,Lance Gooden,TX-5,IL-8,12,1
20201230,Earl Blumenauer,OR-3,AL-6,12,1
20201026,Earl Blumenauer,OR-3,SC-2,13,1
20201018,Earl Blumenauer,OR-3,ME-2,13,1
20201206,Earl Blumenauer,OR-3,UT-3,14,1
20201003,Earl Blumenauer,OR-3,VA-3,12,1
20201129,Earl Blumenauer,OR-3,LA-2,13,1
20201114,Earl Blumenauer,OR-3,TX-32,14,1
20201107,Earl Blumenauer,OR-3,SC-3,12,1
20201011,Earl Blumenauer,OR-3,PA-3,12,1
20201027,Earl Blumenauer,OR-3,IL-12,13,1
20200908,Ben Cline,VA-6,NJ-6,13,1
20201005,Ben Cline,VA-6,MT-AT LARGE,13,1
20200912,Ben Cline,VA-6,WI-8,13,1
20201130,Ben Cline,VA-6,NC-12,13,1
20201202,Ben Cline,VA-6,NJ-7,13,1
20201122,Ben Cline,VA-6,CA-15,13,1
20201123,Ben Cline,VA-6,AL-5,13,1
20201001,Ben Cline,VA-6,PA-12,15,1
20201116,Ben Cline,VA-6,CA-47,12,1
20201024,Ben Cline,VA-6,NY-20,16,1
20201114,Betty McCollum,MN-4,TX-31,13,1
20201230,Betty McCollum,MN-4,IL-11,12,1
20201104,Betty McCollum,MN-4,NJ-1,16,1
20201205,Betty McCollum,MN-4,NC-7,12,1
20201206,Betty McCollum,MN-4,CA-19,13,1
20201102,Betty McCollum,MN-4,FL-7,13,1
20201007,Betty McCollum,MN-4,PA-6,13,1
20200912,Betty McCollum,MN-4,IL-18,7,1
20201227,Betty McCollum,MN-4,CA-2,12,1
20201003,Betty McCollum,MN-4,WI-2,12,1
20201012,David Joyce,OH-14,CA-12,9,1
20201217,David Joyce,OH-14,OH-1,10,1
20201008,David Joyce,OH-14,WA-8,12,1
20201001,David Joyce,OH-14,TX-6,10,1
20200910,David Joyce,OH-14,TX-30,12,1
20200902,David Joyce,OH-14,TX-27,11,1
20201110,David Joyce,OH-14,IL-14,10,1
20201128,David Joyce,OH-14,TX-22,12,1
20201112,David Joyce,OH-14,OH-15,13,1
20201230,David Joyce,OH-14,MO-1,8,1
20201223,Joe Neguse,CO-2,MS-2,15,1
20201002,Joe Neguse,CO-2,UT-1,12,1
20200907,Joe Neguse,CO-2,IL-9,12,1
20201118,Joe Neguse,CO-2,AZ-7,12,1
20201009,Joe Neguse,CO-2,GA-12,12,1
20201003,Joe Neguse,CO-2,CA-29,12,1
20201114,Joe Neguse,CO-2,FL-14,12,1
20200903,Joe Neguse,CO-2,FL-23,12,1
20201211,Joe Neguse,CO-2,MO-6,14,1
20200905,Joe Neguse,CO-2,TN-6,13,1
20201022,Alex Mooney,WV-2,GA-3,12,1
20201016,Alex Mooney,WV-2,NJ-10,12,1
20201208,Alex Mooney,WV-2,OH-15,13,1
20201019,Alex Mooney,WV-2,IN-5,12,1
20201103,Alex Mooney,WV-2,OH-11,12,1
20200929,Alex Mooney,WV-2,TX-19,12,1
20201224,Alex Mooney,WV-2,FL-6,11,1
20201029,Alex Mooney,WV-2,PA-3,12,1
20201204,Alex Mooney,WV-2,MN-6,12,1
20200914,Alex Mooney,WV-2,GA-9,11,1
20201202,Bill Flores,TX-17,MI-10,12,1
20201122,Bill Flores,TX-17,NY-11,13,1
20201216,Bill Flores,TX-17,NC-1,12,1
20201015,Bill Flores,TX-17,IN-7,12,1
20201230,Bill Flores,TX-17,TN-7,11,1
20201213,Bill Flores,TX-17,IL-11,12,1
20200907,Bill Flores,TX-17,MA-7,13,1
20201209,Bill Flores,TX-17,SD-AT LARGE,13,1
20201021,Bill Flores,TX-17,PA-12,12,1
20201206,Bill Flores,TX-17,TX-16,14,1
20201026,Bill Keating,MA-9,MI-8,12,1
20201011,Bill Keating,MA-9,MI-12,11,1
20201120,Bill Keating,MA-9,PA-17,11,1
20201221,Bill Keating,MA-9,MS-1,11,1
20200915,Bill Keating,MA-9,TX-13,11,1
20201130,Bill Keating,MA-9,CA-18,13,1
20201109,Bill Keating,MA-9,CA-37,12,1
20201208,Bill Keating,MA-9,TX-4,12,1
20201204,Bill Keating,MA-9,OR-2,12,1
20201222,Bill Keating,MA-9,FL-21,12,1
20201209,Bill Posey,FL-8,DC-AT LARGE,12,1
20201118,Bill Posey,FL-8,GA-14,10,1
20201024,Bill Posey,FL-8,CA-50,9,1
20201214,Bill Posey,FL-8,LA-6,12,1
20201028,Bill Posey,FL-8,SC-5,10,1
20201230,Bill Posey,FL-8,CA-33,11,1
20201204,Bill Posey,FL-8,WA-5,11,1
20201218,Bill Posey,FL-8,CA-20,9,1
20201016,Bill Posey,FL-8,IL-7,11,1
20201001,Bill Posey,FL-8,TX-2,0,1
20201008,Billy Long,MO-7,WI-1,12,1
20200930,Billy Long,MO-7,TX-11,11,1
20201031,Billy Long,MO-7,CA-9,12,1
20201124,Billy Long,MO-7,MO-4,13,1
20201207,Billy Long,MO-7,NE-1,12,1
20201214,Billy Long,MO-7,FL-16,12,1
20201119,Billy Long,MO-7,TX-24,12,1
20201002,Billy Long,MO-7,CA-27,11,1
20201103,Billy Long,MO-7,NY-2,12,1
20201122,Billy Long,MO-7,OH-12,12,1
20201030,Bonnie Watson Coleman,NJ-12,CA-18,9,1
20201014,Bonnie Watson Coleman,NJ-12,ME-2,9,1
20201222,Bonnie Watson Coleman,NJ-12,CA-25,11,1
20201019,Bonnie Watson Coleman,NJ-12,KS-4,9,1
20201106,Bonnie Watson Coleman,NJ-12,CA-49,12,1
20201202,Bonnie Watson Coleman,NJ-12,TX-12,8,1
20201218,Bonnie Watson Coleman,NJ-12,NC-8,11,1
20200929,Bonnie Watson Coleman,NJ-12,PA-7,12,1
20201011,Bonnie Watson Coleman,NJ-12,MN-8,9,1
20201002,Bonnie Watson Coleman,NJ-12,AL-3,9,1
20201216,Brett Guthrie,KY-2,OK-3,12,1
20201229,Brett Guthrie,KY-2,MS-4,11,1
20201009,Brett Guthrie,KY-2,NY-10,12,1
20201003,Brett Guthrie,KY-2,MS-2,11,1
20201025,Brett Guthrie,KY-2,WA-2,12,1
20201008,Brett Guthrie,KY-2,IL-4,13,1
20201112,Brett Guthrie,KY-2,NY-22,12,1
20201125,Brett Guthrie,KY-2,MI-5,11,1
20200907,Brett Guthrie,KY-2,NY-4,12,1
20201109,Brett Guthrie,KY-2,NY-9,12,1
20200921,Brian Higgins,NY-26,CA-41,13,1
20201011,Brian Higgins,NY-26,CA-24,13,1
20201128,Brian Higgins,NY-26,NM-3,11,1
20201122,Brian Higgins,NY-26,GA-5,13,1
20201010,Brian Higgins,NY-26,KY-5,13,1
20201009,Brian Higgins,NY-26,WA-8,13,1
20201212,Brian Higgins,NY-26,NJ-5,11,1
20201225,Brian Higgins,NY-26,MA-7,11,1
20201121,Brian Higgins,NY-26,CA-16,14,1
20201031,Brian Higgins,NY-26,FL-12,12,1
20201130,Bryan Steil,WI-1,FL-2,12,1
20201221,Bryan Steil,WI-1,CO-1,12,1
20201108,Bryan Steil,WI-1,AL-6,13,1
20201212,Bryan Steil,WI-1,WA-2,12,1
20200907,Bryan Steil,WI-1,GA-3,7,1
20201124,Bryan Steil,WI-1,PA-9,14,1
20201018,Bryan Steil,WI-1,TX-14,14,1
20201123,Bryan Steil,WI-1,ME-2,13,1
20200929,Bryan Steil,WI-1,NY-4,12,1
20201024,Bryan Steil,WI-1,ND-AT LARGE,18,1
20201002,Cathy McMorris Rodgers,WA-5,TN-7,13,1
20201225,Cathy McMorris Rodgers,WA-5,OH-5,13,1
20200915,Cathy McMorris Rodgers,WA-5,FL-20,9,1
20201205,Cathy McMorris Rodgers,WA-5,TX-11,10,1
20200921,Cathy McMorris Rodgers,WA-5,NY-26,6,1
20201211,Cathy McMorris Rodgers,WA-5,NC-12,15,1
20200902,Cathy McMorris Rodgers,WA-5,MD-3,9,1
20201117,Cathy McMorris Rodgers,WA-5,CA-27,13,1
20201124,Cathy McMorris Rodgers,WA-5,NC-8,12,1
20201024,Cathy McMorris Rodgers,WA-5,SC-7,9,1
20201014,Colin Allred,TX-32,NJ-8,12,1
20200915,Colin Allred,TX-32,NY-10,13,1
20201210,Colin Allred,TX-32,MO-5,13,1
20200920,Colin Allred,TX-32,IL-2,13,1
20201217,Colin Allred,TX-32,CA-53,12,1
20201221,Colin Allred,TX-32,AZ-3,12,1
20201022,Colin Allred,TX-32,PA-17,16,1
20201208,Colin Allred,TX-32,MI-3,13,1
20201025,Colin Allred,TX-32,LA-6,17,1
20200929,Colin Allred,TX-32,SC-1,13,1
20201110,Dan Meuser,PA-9,GA-3,12,1
20201116,Dan Meuser,PA-9,MI-7,13,1
20201106,Dan Meuser,PA-9,IL-10,15,1
20201225,Dan Meuser,PA-9,NY-21,11,1
20201021,Dan Meuser,PA-9,IN-6,12,1
20200903,Dan Meuser,PA-9,TX-34,13,1
20201022,Dan Meuser,PA-9,NC-7,14,1
20200905,Dan Meuser,PA-9,NM-2,13,1
20200902,Dan Meuser,PA-9,IA-4,13,1
20201224,Dan Meuser,PA-9,MN-8,12,1
20201016,Danny K. Davis,IL-7,NC-1,13,1
20201109,Danny K. Davis,IL-7,NH-2,13,1
20200908,Danny K. Davis,IL-7,NY-20,12,1
20201117,Danny K. Davis,IL-7,FL-11,12,1
20201128,Danny K. Davis,IL-7,NY-6,13,1
20201110,Danny K. Davis,IL-7,MS-4,13,1
20201003,Danny K. Davis,IL-7,PA-1,13,1
20200901,Danny K. Davis,IL-7,IN-4,12,1
20201212,Danny K. Davis,IL-7,CT-4,13,1
20200910,Danny K. Davis,IL-7,NC-13,12,1
20201012,Dave Loebsack,IA-2,MO-2,12,1
20200904,Dave Loebsack,IA-2,MO-3,11,1
20201111,Dave Loebsack,IA-2,KS-4,12,1
20201122,Dave Loebsack,IA-2,MS-4,12,1
20201109,Dave Loebsack,IA-2,SC-3,12,1
20201116,Dave Loebsack,IA-2,CA-39,12,1
20201204,Dave Loebsack,IA-2,IL-7,13,1
20200902,Dave Loebsack,IA-2,NV-4,12,1
20201108,Dave Loebsack,IA-2,CA-49,12,1
20201017,Dave Loebsack,IA-2,CA-34,13,1
20200921,David Kustoff,TN-8,KY-1,11,1
20201122,David Kustoff,TN-8,MI-3,13,1
20201125,David Kustoff,TN-8,SC-1,13,1
20201213,David Kustoff,TN-8,CA-7,12,1
20201014,David Kustoff,TN-8,NC-5,11,1
20201127,David Kustoff,TN-8,NJ-9,13,1
20201217,David Kustoff,TN-8,CA-47,11,1
20201030,David Kustoff,TN-8,NM-3,13,1
20201024,David Kustoff,TN-8,AL-6,12,1
20201029,David Kustoff,TN-8,OK-4,13,1
20201209,David Rouzer,NC-7,NY-19,10,1
20201106,David Rouzer,NC-7,PA-8,15,1
20200930,David Rouzer,NC-7,MO-8,13,1
20201029,David Rouzer,NC-7,NV-4,9,1
20200912,David Rouzer,NC-7,FL-13,9,1
20201122,David Rouzer,NC-7,TX-29,11,1
20201231,David Rouzer,NC-7,TN-7,14,1
20200910,David Rouzer,NC-7,MI-13,7,1
20201112,David Rouzer,NC-7,CO-4,12,1
20201006,David Rouzer,NC-7,TX-36,9,1
20201016,David Trone,MD-6,NJ-9,12,1
20201227,David Trone,MD-6,WA-6,13,1
20201103,David Trone,MD-6,PA-1,13,1
20201101,David Trone,MD-6,MN-4,13,1
20201218,David Trone,MD-6,IL-3,13,1
20201106,David Trone,MD-6,CA-41,15,1
20201023,David Trone,MD-6,SC-1,13,1
20201231,David Trone,MD-6,TN-3,13,1
20200929,David Trone,MD-6,OH-2,13,1
20201116,David Trone,MD-6,MO-3,12,1
20201223,Donald Payne Jr.,NJ-10,IL-14,12,1
20200914,Donald Payne Jr.,NJ-10,KS-1,12,1
20201110,Donald Payne Jr.,NJ-10,FL-9,12,1
20201106,Donald Payne Jr.,NJ-10,CA-32,15,1
20201210,Donald Payne Jr.,NJ-10,TX-3,12,1
20201203,Donald Payne Jr.,NJ-10,IL-16,12,1
20201222,Donald Payne Jr.,NJ-10,OH-4,11,1
20200915,Donald Payne Jr.,NJ-10,TX-21,12,1
20201103,Donald Payne Jr.,NJ-10,CT-4,12,1
20201118,Donald Payne Jr.,NJ-10,IL-12,12,1
20200908,Dwight Evans,PA-3,CA-20,10,1
20200910,Dwight Evans,PA-3,OH-8,10,1
20201113,Dwight Evans,PA-3,CT-4,10,1
20201023,Dwight Evans,PA-3,AL-1,10,1
20201007,Dwight Evans,PA-3,CA-23,10,1
20200905,Dwight Evans,PA-3,CA-46,10,1
20201206,Dwight Evans,PA-3,MN-6,10,1
20201008,Dwight Evans,PA-3,NC-11,10,1
20201219,Dwight Evans,PA-3,CA-9,10,1
20201218,Dwight Evans,PA-3,GA-2,10,1
20201222,Eddie Bernice Johnson,TX-30,KY-1,13,1
20201001,Eddie Bernice Johnson,TX-30,ND-AT LARGE,12,1
20201108,Eddie Bernice Johnson,TX-30,OH-15,12,1
20201028,Eddie Bernice Johnson,TX-30,NY-5,13,1
20201204,Eddie Bernice Johnson,TX-30,VA-1,10,1
20201202,Eddie Bernice Johnson,TX-30,IL-11,12,1
20201129,Eddie Bernice Johnson,TX-30,OH-9,13,1
20200921,Eddie Bernice Johnson,TX-30,VA-5,12,1
20201215,Eddie Bernice Johnson,TX-30,NC-1,10,1
20201203,Eddie Bernice Johnson,TX-30,NC-9,12,1
20201227,Emanuel Cleaver,MO-5,CA-29,11,1
20201017,Emanuel Cleaver,MO-5,TX-31,12,1
20200914,Emanuel Cleaver,MO-5,IL-10,13,1
20201015,Emanuel Cleaver,MO-5,WV-1,12,1
20201004,Emanuel Cleaver,MO-5,MA-9,12,1
20200913,Emanuel Cleaver,MO-5,TX-33,13,1
20201108,Emanuel Cleaver,MO-5,NJ-12,13,1
20201209,Emanuel Cleaver,MO-5,OR-1,12,1
20201205,Emanuel Cleaver,MO-5,NC-1,12,1
20201220,Emanuel Cleaver,MO-5,PA-14,11,1
20201015,Filemon Vela Jr.,TX-34,MA-5,13,1
20201202,Filemon Vela Jr.,TX-34,NY-3,12,1
20200908,Filemon Vela Jr.,TX-34,TN-9,13,1
20201008,Filemon Vela Jr.,TX-34,NJ-4,13,1
20201208,Filemon Vela Jr.,TX-34,KS-4,12,1
20201102,Filemon Vela Jr.,TX-34,CO-6,13,1
20201023,Filemon Vela Jr.,TX-34,TX-3,12,1
20200901,Filemon Vela Jr.,TX-34,MI-4,13,1
20201113,Filemon Vela Jr.,TX-34,OR-5,13,1
20201121,Filemon Vela Jr.,TX-34,OH-14,13,1
20201206,G. K. Butterfield,NC-1,FL-14,12,1
20201116,G. K. Butterfield,NC-1,GA-8,12,1
20201202,G. K. Butterfield,NC-1,IL-1,11,1
20201028,G. K. Butterfield,NC-1,UT-2,12,1
20201002,G. K. Butterfield,NC-1,ME-2,12,1
20201021,G. K. Butterfield,NC-1,IN-1,11,1
20201007,G. K. Butterfield,NC-1,MO-5,12,1
20201115,G. K. Butterfield,NC-1,VT-AT LARGE,12,1
20201120,G. K. Butterfield,NC-1,NY-16,11,1
20201228,G. K. Butterfield,NC-1,TX-14,12,1
20201230,George Holding,NC-2,WY-AT LARGE,10,1
20201231,George Holding,NC-2,TX-33,9,1
20201229,George Holding,NC-2,VA-5,0,1
20200919,George Holding,NC-2,MA-8,10,1
20201220,George Holding,NC-2,WI-6,10,1
20201020,George Holding,NC-2,IN-6,12,1
20201109,George Holding,NC-2,VA-9,9,1
20201106,George Holding,NC-2,CA-2,9,1
20201002,George Holding,NC-2,CA-16,9,1
20201210,George Holding,NC-2,NY-9,10,1
20201226,Glenn Grothman,WI-6,NC-7,13,1
20201107,Glenn Grothman,WI-6,PA-3,14,1
20201201,Glenn Grothman,WI-6,NY-13,14,1
20201101,Glenn Grothman,WI-6,FL-13,15,1
20201016,Glenn Grothman,WI-6,CA-27,15,1
20201006,Glenn Grothman,WI-6,HI-2,13,1
20201028,Glenn Grothman,WI-6,TX-28,15,1
20201022,Glenn Grothman,WI-6,OH-15,15,1
20201123,Glenn Grothman,WI-6,NM-2,15,1
20200904,Glenn Grothman,WI-6,MN-5,13,1
20201113,Greg Walden,OR-2,NY-2,12,1
20201219,Greg Walden,OR-2,TX-1,14,1
20201123,Greg Walden,OR-2,NM-1,13,1
20200906,Greg Walden,OR-2,CA-22,13,1
20201024,Greg Walden,OR-2,CA-51,13,1
20200909,Greg Walden,OR-2,NC-2,13,1
20201112,Greg Walden,OR-2,OH-2,13,1
20201223,Greg Walden,OR-2,OR-3,13,1
20200903,Greg Walden,OR-2,NY-7,12,1
20200905,Greg Walden,OR-2,TX-23,13,1
20201012,Guy Reschenthaler,PA-14,CA-26,0,1
20201101,Guy Reschenthaler,PA-14,GA-13,11,1
20200920,Guy Reschenthaler,PA-14,RI-2,12,1
20201105,Guy Reschenthaler,PA-14,NJ-7,14,1
20201124,Guy Reschenthaler,PA-14,CO-3,12,1
20200902,Guy Reschenthaler,PA-14,MO-7,12,1
20201207,Guy Reschenthaler,PA-14,FL-26,12,1
20201217,Guy Reschenthaler,PA-14,IL-8,11,1
20201016,Guy Reschenthaler,PA-14,CA-27,12,1
20201211,Guy Reschenthaler,PA-14,ME-1,13,1
20200907,Harley Rouda,CA-48,CA-51,14,1
20201221,Harley Rouda,CA-48,NY-15,13,1
20201124,Harley Rouda,CA-48,MA-3,13,1
20200914,Harley Rouda,CA-48,MN-5,13,1
20201011,Harley Rouda,CA-48,MA-9,14,1
20201130,Harley Rouda,CA-48,MI-3,13,1
20201115,Harley Rouda,CA-48,AZ-9,15,1
20201207,Harley Rouda,CA-48,WI-8,16,1
20201119,Harley Rouda,CA-48,FL-24,13,1
20201023,Harley Rouda,CA-48,CA-2,16,1
20201020,Jahana Hayes,CT-5,OK-1,15,1
20201015,Jahana Hayes,CT-5,MN-7,16,1
20201013,Jahana Hayes,CT-5,MA-8,15,1
20201109,Jahana Hayes,CT-5,MN-3,13,1
20201130,Jahana Hayes,CT-5,FL-26,12,1
20200915,Jahana Hayes,CT-5,GA-11,11,1
20201128,Jahana Hayes,CT-5,ID-1,12,1
20201204,Jahana Hayes,CT-5,MA-3,15,1
20201206,Jahana Hayes,CT-5,AZ-3,12,1
20201209,Jahana Hayes,CT-5,TX-25,12,1
20201213,Jaime Herrera Beutler,WA-3,OR-3,12,1
20201014,Jaime Herrera Beutler,WA-3,NY-5,14,1
20200905,Jaime Herrera Beutler,WA-3,IL-2,11,1
20201108,Jaime Herrera Beutler,WA-3,ID-2,12,1
20201026,Jaime Herrera Beutler,WA-3,CO-7,14,1
20201113,Jaime Herrera Beutler,WA-3,WA-2,12,1
20201004,Jaime Herrera Beutler,WA-3,OH-6,11,1
20200902,Jaime Herrera Beutler,WA-3,HI-2,10,1
20201223,Jaime Herrera Beutler,WA-3,CA-23,10,1
20201102,Jaime Herrera Beutler,WA-3,CA-3,11,1
20201015,Jeff Van Drew,NJ-2,CO-3,15,1
20200913,Jeff Van Drew,NJ-2,MO-3,13,1
20201004,Jeff Van Drew,NJ-2,OH-15,15,1
20201224,Jeff Van Drew,NJ-2,TX-28,13,1
20201207,Jeff Van Drew,NJ-2,FL-22,9,1
20201127,Jeff Van Drew,NJ-2,FL-9,9,1
20200930,Jeff Van Drew,NJ-2,TX-23,16,1
20200910,Jeff Van Drew,NJ-2,SC-4,13,1
20201021,Jeff Van Drew,NJ-2,TX-18,16,1
20201018,Jeff Van Drew,NJ-2,TX-34,14,1
20201225,Jim Sensenbrenner,WI-5,FL-15,13,1
20200901,Jim Sensenbrenner,WI-5,WY-AT LARGE,13,1
20201208,Jim Sensenbrenner,WI-5,GA-14,11,1
20201230,Jim Sensenbrenner,WI-5,FL-2,11,1
20201116,Jim Sensenbrenner,WI-5,FL-21,10,1
20201120,Jim Sensenbrenner,WI-5,NC-11,11,1
20201126,Jim Sensenbrenner,WI-5,PA-15,12,1
20201130,Jim Sensenbrenner,WI-5,FL-18,12,1
20201217,Jim Sensenbrenner,WI-5,DE-AT LARGE,12,1
20200914,Jim Sensenbrenner,WI-5,FL-13,11,1
20201110,Jodey Arrington,TX-19,TX-3,15,1
20201015,Jodey Arrington,TX-19,PA-14,11,1
20201211,Jodey Arrington,TX-19,AZ-4,11,1
20201112,Jodey Arrington,TX-19,TN-1,12,1
20200903,Jodey Arrington,TX-19,NC-4,12,1
20201230,Jodey Arrington,TX-19,AK-AT LARGE,12,1
20201019,Jodey Arrington,TX-19,NM-3,12,1
20201007,Jodey Arrington,TX-19,SC-6,12,1
20201024,Jodey Arrington,TX-19,IN-2,12,1
20201104,Jodey Arrington,TX-19,LA-1,15,1
20201215,John Rose,TN-6,NH-1,9,1
20201102,John Rose,TN-6,MI-2,11,1
20200930,John Rose,TN-6,CA-31,11,1
20201108,John Rose,TN-6,IN-9,9,1
20201125,John Rose,TN-6,CA-39,10,1
20201202,John Rose,TN-6,SC-6,10,1
20201209,John Rose,TN-6,PA-7,10,1
20200901,John Rose,TN-6,FL-21,10,1
20201110,John Rose,TN-6,CA-38,9,1
20200915,John Rose,TN-6,GA-14,10,1
20200919,John Rutherford,FL-4,IL-17,11,1
20201029,John Rutherford,FL-4,FL-27,11,1
20201003,John Rutherford,FL-4,NJ-3,11,1
20200909,John Rutherford,FL-4,NY-18,10,1
20201110,John Rutherford,FL-4,OK-4,13,1
20201209,John Rutherford,FL-4,CA-20,12,1
20201023,John Rutherford,FL-4,CA-3,11,1
20200903,John Rutherford,FL-4,CA-28,10,1
20201205,John Rutherford,FL-4,NV-4,13,1
20201111,John Rutherford,FL-4,CO-2,12,1
20200902,John Sarbanes,MD-3,WA-6,13,1
20201128,John Sarbanes,MD-3,TX-35,13,1
20201212,John Sarbanes,MD-3,MN-7,13,1
20201214,John Sarbanes,MD-3,TX-30,15,1
20201115,John Sarbanes,MD-3,IL-8,12,1
20201203,John Sarbanes,MD-3,CA-48,13,1
20201013,John Sarbanes,MD-3,VA-11,13,1
20201202,John Sarbanes,MD-3,NY-3,13,1
20201126,John Sarbanes,MD-3,TN-4,13,1
20200921,John Sarbanes,MD-3,MN-3,13,1
20200910,Katherine Clark,MA-5,CA-3,12,1
20201201,Katherine Clark,MA-5,IL-8,13,1
20201219,Katherine Clark,MA-5,CA-10,9,1
20201127,Katherine Clark,MA-5,CA-38,14,1
20201211,Katherine Clark,MA-5,IL-10,13,1
20201015,Katherine Clark,MA-5,NY-27,15,1
20201104,Katherine Clark,MA-5,OH-11,15,1
20201108,Katherine Clark,MA-5,AZ-5,12,1
20201224,Katherine Clark,MA-5,IN-6,12,1
20201105,Katherine Clark,MA-5,CA-35,15,1
20201121,Kathleen Rice,NY-4,CA-20,12,1
20200914,Kathleen Rice,NY-4,FL-14,11,1
20201023,Kathleen Rice,NY-4,WY-AT LARGE,12,1
20200919,Kathleen Rice,NY-4,CA-3,11,1
20201003,Kathleen Rice,NY-4,CA-5,12,1
20201013,Kathleen Rice,NY-4,NY-2,11,1
20201030,Kathleen Rice,NY-4,LA-1,16,1
20201229,Kathleen Rice,NY-4,NV-3,0,1
20201020,Kathleen Rice,NY-4,NJ-9,12,1
20201228,Kathleen Rice,NY-4,NJ-8,12,1
20201024,Ken Calvert,CA-42,PA-3,9,1
20201122,Ken Calvert,CA-42,TX-30,9,1
20201203,Ken Calvert,CA-42,TN-2,8,1
20201001,Ken Calvert,CA-42,CA-32,11,1
20201027,Ken Calvert,CA-42,FL-18,9,1
20201015,Ken Calvert,CA-42,IL-15,9,1
20200915,Ken Calvert,CA-42,CA-11,11,1
20200909,Ken Calvert,CA-42,TN-6,11,1
20201126,Ken Calvert,CA-42,KY-6,9,1
20201201,Ken Calvert,CA-42,IN-9,9,1
20201117,Kendra Horn,OK-5,VA-7,14,1
20201010,Kendra Horn,OK-5,NY-19,14,1
20200910,Kendra Horn,OK-5,PA-8,11,1
20201114,Kendra Horn,OK-5,LA-1,14,1
20200903,Kendra Horn,OK-5,AZ-4,13,1
20201003,Kendra Horn,OK-5,AZ-2,15,1
20201006,Kendra Horn,OK-5,MD-5,15,1
20201224,Kendra Horn,OK-5,MD-1,0,1
20201004,Kendra Horn,OK-5,FL-19,16,1
20201014,Kendra Horn,OK-5,MI-8,15,1
20201207,Kenny Marchant,TX-24,MA-7,6,1
20201224,Kenny Marchant,TX-24,TX-25,9,1
20200920,Kenny Marchant,TX-24,MS-4,10,1
20201211,Kenny Marchant,TX-24,TX-11,10,1
20201226,Kenny Marchant,TX-24,WI-5,9,1
20201223,Kenny Marchant,TX-24,MI-13,9,1
20201201,Kenny Marchant,TX-24,CA-22,10,1
20201130,Kenny Marchant,TX-24,FL-19,9,1
20201210,Kenny Marchant,TX-24,NV-4,10,1
20201016,Kenny Marchant,TX-24,WI-3,10,1
20201120,Kevin Hern,OK-1,MO-3,13,1
20201104,Kevin Hern,OK-1,SC-7,16,1
20201225,Kevin Hern,OK-1,CA-48,11,1
20201217,Kevin Hern,OK-1,CA-20,13,1
20201127,Kevin Hern,OK-1,MI-1,13,1
20200914,Kevin Hern,OK-1,VA-7,13,1
20201029,Kevin Hern,OK-1,WA-8,15,1
20201101,Kevin Hern,OK-1,ID-1,12,1
20201016,Kevin Hern,OK-1,VA-3,13,1
20201107,Kevin Hern,OK-1,NV-1,13,1
20200911,Kurt Schrader,OR-5,MO-6,11,1
20200919,Kurt Schrader,OR-5,FL-15,12,1
20201003,Kurt Schrader,OR-5,AZ-9,13,1
20201027,Kurt Schrader,OR-5,PA-18,12,1
20201017,Kurt Schrader,OR-5,WY-AT LARGE,13,1
20201029,Kurt Schrader,OR-5,CA-36,12,1
20201109,Kurt Schrader,OR-5,SC-1,13,1
20201030,Kurt Schrader,OR-5,MA-3,12,1
20201107,Kurt Schrader,OR-5,IL-16,11,1
20201118,Kurt Schrader,OR-5,WA-10,12,1
20201114,Lacy Clay,MO-1,FL-6,12,1
20201010,Lacy Clay,MO-1,MD-5,12,1
20201108,Lacy Clay,MO-1,TX-3,12,1
20201215,Lacy Clay,MO-1,CA-52,11,1
20201018,Lacy Clay,MO-1,CA-17,13,1
20201016,Lacy Clay,MO-1,NY-7,12,1
20201013,Lacy Clay,MO-1,OR-3,13,1
20201024,Lacy Clay,MO-1,CO-7,13,1
20200905,Lacy Clay,MO-1,KS-2,13,1
20201209,Lacy Clay,MO-1,TX-4,11,1
20201109,Linda Sánchez,CA-38,FL-26,13,1
20201220,Linda Sánchez,CA-38,NE-2,12,1
20201126,Linda Sánchez,CA-38,NM-2,13,1
20201015,Linda Sánchez,CA-38,IA-3,13,1
20200911,Linda Sánchez,CA-38,OH-3,13,1
20201218,Linda Sánchez,CA-38,FL-7,13,1
20201116,Linda Sánchez,CA-38,CO-2,13,1
