domain,cmpt_rank,is_home_district,category,counts
buffalonews.com,10.0,False,news,445
buffalonews.com,10.0,True,news,1
buffalonews.com,11.0,False,news,78
buffalonews.com,11.0,True,news,1
buildbackbetter.gov,4.0,False,gov,165
buildbackbetter.gov,4.0,True,gov,1
buildbackbetter.gov,5.0,False,gov,6
buildbackbetter.gov,6.0,False,gov,2
buildbackbetter.gov,9.0,False,gov,272
buildbackbetter.gov,10.0,False,gov,167
buildbackbetter.gov,10.0,True,gov,1
bupipedream.com,2.0,False,news,20
bupipedream.com,3.0,False,news,855
bupipedream.com,3.0,True,news,2
bupipedream.com,4.0,False,news,4
bupipedream.com,5.0,False,news,351
bupipedream.com,5.0,True,news,1
bupipedream.com,6.0,False,news,69
bupipedream.com,7.0,False,news,365
bupipedream.com,7.0,True,news,1
burchettforcongress.com,0.0,False,campaign_personal,44
burchettforcongress.com,1.0,False,campaign_personal,5258
burchettforcongress.com,1.0,True,campaign_personal,7
burchettforcongress.com,2.0,False,campaign_personal,7717
burchettforcongress.com,2.0,True,campaign_personal,15
burchettforcongress.com,3.0,False,campaign_personal,7444
burchettforcongress.com,3.0,True,campaign_personal,19
burchettforcongress.com,4.0,False,campaign_personal,12137
burchettforcongress.com,4.0,True,campaign_personal,29
burchettforcongress.com,5.0,False,campaign_personal,1874
burchettforcongress.com,5.0,True,campaign_personal,7
burchettforcongress.com,6.0,False,campaign_personal,4742
burchettforcongress.com,6.0,True,campaign_personal,14
burchettforcongress.com,7.0,False,campaign_personal,7598
burchettforcongress.com,7.0,True,campaign_personal,16
burchettforcongress.com,8.0,False,campaign_personal,1211
burchettforcongress.com,8.0,True,campaign_personal,3
burgessforcongress.org,0.0,False,campaign_personal,5
burgessforcongress.org,2.0,False,campaign_personal,384
burgessforcongress.org,2.0,True,campaign_personal,1
burgessforcongress.org,3.0,False,campaign_personal,994
burgessforcongress.org,3.0,True,campaign_personal,2
burgessforcongress.org,4.0,False,campaign_personal,1037
burgessforcongress.org,4.0,True,campaign_personal,1
burgessforcongress.org,5.0,False,campaign_personal,374
burgessforcongress.org,6.0,False,campaign_personal,7
burgessforcongress.org,7.0,False,campaign_personal,5961
burgessforcongress.org,7.0,True,campaign_personal,14
burgessforcongress.org,8.0,False,campaign_personal,679
burgessforcongress.org,8.0,True,campaign_personal,2
burgessforcongress.org,9.0,False,campaign_personal,3812
burgessforcongress.org,9.0,True,campaign_personal,15
burgessforcongress.org,10.0,False,campaign_personal,16147
burgessforcongress.org,10.0,True,campaign_personal,34
burgessforcongress.org,11.0,False,campaign_personal,4657
burgessforcongress.org,11.0,True,campaign_personal,6
burgessforcongress.org,12.0,False,campaign_personal,499
burgessforcongress.org,13.0,False,campaign_personal,34
burlingtoncountytimes.com,1.0,False,news,33
burlingtoncountytimes.com,1.0,True,news,1
burlingtoncountytimes.com,2.0,False,news,98
burlingtoncountytimes.com,3.0,False,news,613
burlingtoncountytimes.com,3.0,True,news,1
burlingtoncountytimes.com,4.0,False,news,3544
burlingtoncountytimes.com,4.0,True,news,9
burlingtoncountytimes.com,5.0,False,news,6032
burlingtoncountytimes.com,5.0,True,news,11
burlingtoncountytimes.com,6.0,False,news,7193
burlingtoncountytimes.com,6.0,True,news,3
burlingtoncountytimes.com,7.0,False,news,9180
burlingtoncountytimes.com,7.0,True,news,6
burlingtoncountytimes.com,8.0,False,news,2160
burlingtoncountytimes.com,8.0,True,news,2
burlingtoncountytimes.com,9.0,False,news,154
burlingtoncountytimes.com,9.0,True,news,2
burlingtoncountytimes.com,10.0,False,news,3
burlingtoncountytimes.com,11.0,False,news,1
burlingtonfreepress.com,5.0,False,news,4
burlingtonfreepress.com,6.0,False,news,2
burlingtonfreepress.com,6.0,True,news,1
burlingtonfreepress.com,7.0,False,news,3
burlingtonfreepress.com,8.0,False,news,355
burlingtonfreepress.com,8.0,True,news,1
burlingtonfreepress.com,9.0,False,news,25
businessinsider.com,0.0,False,news,14438
businessinsider.com,0.0,True,news,30
businessinsider.com,1.0,False,news,6219
businessinsider.com,1.0,True,news,14
businessinsider.com,2.0,False,news,6744
businessinsider.com,2.0,True,news,16
businessinsider.com,3.0,False,news,12675
businessinsider.com,3.0,True,news,23
businessinsider.com,4.0,False,news,12976
businessinsider.com,4.0,True,news,31
businessinsider.com,5.0,False,news,14408
businessinsider.com,5.0,True,news,31
businessinsider.com,6.0,False,news,12690
businessinsider.com,6.0,True,news,38
businessinsider.com,7.0,False,news,13710
businessinsider.com,7.0,True,news,40
businessinsider.com,8.0,False,news,8994
businessinsider.com,8.0,True,news,28
businessinsider.com,9.0,False,news,16169
businessinsider.com,9.0,True,news,34
businessinsider.com,10.0,False,news,33759
businessinsider.com,10.0,True,news,82
businessinsider.com,11.0,False,news,20941
businessinsider.com,11.0,True,news,58
businessinsider.com,12.0,False,news,3193
businessinsider.com,12.0,True,news,15
businessinsider.com,13.0,False,news,25
businessinsider.com.au,1.0,False,news,15
businessinsider.com.au,2.0,False,news,882
businessinsider.com.au,2.0,True,news,2
businessinsider.com.au,3.0,False,news,340
businessinsider.com.au,3.0,True,news,1
businessinsider.com.au,4.0,False,news,254
businessinsider.com.au,4.0,True,news,2
businessinsider.com.au,5.0,False,news,813
businessinsider.com.au,5.0,True,news,1
businessinsider.com.au,6.0,False,news,1411
businessinsider.com.au,6.0,True,news,3
businessinsider.com.au,7.0,False,news,922
businessinsider.com.au,7.0,True,news,2
businessinsider.com.au,8.0,False,news,44
businessinsider.com.au,9.0,False,news,2
businessinsider.in,1.0,False,news,14
businessinsider.in,2.0,False,news,893
businessinsider.in,2.0,True,news,2
businessinsider.in,3.0,False,news,378
businessinsider.in,4.0,False,news,2446
businessinsider.in,4.0,True,news,4
businessinsider.in,5.0,False,news,1819
businessinsider.in,5.0,True,news,6
businessinsider.in,6.0,False,news,2531
businessinsider.in,6.0,True,news,7
businessinsider.in,7.0,False,news,4924
businessinsider.in,7.0,True,news,7
businessinsider.in,8.0,False,news,1188
businessinsider.in,8.0,True,news,7
businessinsider.in,9.0,False,news,994
businessinsider.in,9.0,True,news,1
businessinsider.in,10.0,False,news,1025
businessinsider.in,10.0,True,news,2
businessinsider.in,11.0,False,news,602
businessinsider.in,12.0,False,news,88
businessinsider.in,12.0,True,news,1
businessinsider.in,13.0,False,news,4
businessjournaldaily.com,1.0,False,news,11
businessjournaldaily.com,2.0,False,news,303
businessjournaldaily.com,2.0,True,news,2
businessjournaldaily.com,3.0,False,news,376
businessjournaldaily.com,4.0,False,news,2327
businessjournaldaily.com,4.0,True,news,3
businessjournaldaily.com,5.0,False,news,125
businessjournaldaily.com,5.0,True,news,1
businessjournaldaily.com,6.0,False,news,5034
businessjournaldaily.com,6.0,True,news,10
businessjournaldaily.com,7.0,False,news,899
businessjournaldaily.com,7.0,True,news,3
businessjournaldaily.com,8.0,False,news,863
businessjournaldaily.com,8.0,True,news,2
businessjournaldaily.com,9.0,False,news,1
businesswire.com,1.0,False,news,432
businesswire.com,1.0,True,news,1
businesswire.com,2.0,False,news,3
businesswire.com,3.0,False,news,696
businesswire.com,3.0,True,news,3
businesswire.com,4.0,False,news,2082
businesswire.com,4.0,True,news,5
businesswire.com,5.0,False,news,1334
businesswire.com,5.0,True,news,3
businesswire.com,6.0,False,news,6946
businesswire.com,6.0,True,news,15
businesswire.com,7.0,False,news,2831
businesswire.com,7.0,True,news,9
businesswire.com,8.0,False,news,3132
businesswire.com,8.0,True,news,7
businesswire.com,9.0,False,news,364
businesswire.com,9.0,True,news,1
businesswire.com,10.0,False,news,309
businesswire.com,10.0,True,news,1
businesswire.com,11.0,False,news,5
businesswire.com,12.0,False,news,1
bustle.com,2.0,False,news,30
bustle.com,3.0,False,news,96
bustle.com,4.0,False,news,428
bustle.com,4.0,True,news,1
bustle.com,5.0,False,news,3310
bustle.com,5.0,True,news,6
bustle.com,6.0,False,news,2003
bustle.com,6.0,True,news,4
bustle.com,7.0,False,news,1582
bustle.com,8.0,False,news,454
bustle.com,9.0,False,news,10
bustle.com,10.0,False,news,5
bustle.com,11.0,False,news,160
butlereagle.com,0.0,False,news,435
butlereagle.com,0.0,True,news,1
butlereagle.com,1.0,False,news,15
butlereagle.com,2.0,False,news,6
butlereagle.com,3.0,False,news,405
butlereagle.com,3.0,True,news,1
butlereagle.com,4.0,False,news,108
butlereagle.com,5.0,False,news,3506
butlereagle.com,5.0,True,news,8
butlereagle.com,6.0,False,news,2883
butlereagle.com,6.0,True,news,9
butlereagle.com,7.0,False,news,1759
butlereagle.com,7.0,True,news,4
butlereagle.com,8.0,False,news,814
butlereagle.com,8.0,True,news,1
butlereagle.com,9.0,False,news,154
butlerradio.com,0.0,False,news,1735
butlerradio.com,0.0,True,news,4
butlerradio.com,1.0,False,news,424
butlerradio.com,1.0,True,news,1
butlerradio.com,2.0,False,news,109
butlerradio.com,2.0,True,news,1
butlerradio.com,3.0,False,news,1144
butlerradio.com,3.0,True,news,5
butlerradio.com,4.0,False,news,483
butlerradio.com,5.0,False,news,3027
butlerradio.com,5.0,True,news,7
butlerradio.com,6.0,False,news,1458
butlerradio.com,6.0,True,news,3
butlerradio.com,7.0,False,news,1944
butlerradio.com,7.0,True,news,4
butlerradio.com,8.0,False,news,622
butlerradio.com,9.0,False,news,110
butlerradio.com,9.0,True,news,1
butlerradio.com,10.0,False,news,92
butlerradio.com,11.0,False,news,264
butlerradio.com,12.0,False,news,80
buzzfeednews.com,0.0,False,news,2484
buzzfeednews.com,0.0,True,news,3
buzzfeednews.com,1.0,False,news,993
buzzfeednews.com,1.0,True,news,1
buzzfeednews.com,2.0,False,news,744
buzzfeednews.com,2.0,True,news,2
buzzfeednews.com,3.0,False,news,22561
buzzfeednews.com,3.0,True,news,55
buzzfeednews.com,4.0,False,news,9598
buzzfeednews.com,4.0,True,news,17
buzzfeednews.com,5.0,False,news,8714
buzzfeednews.com,5.0,True,news,18
buzzfeednews.com,6.0,False,news,12889
buzzfeednews.com,6.0,True,news,29
buzzfeednews.com,7.0,False,news,16356
buzzfeednews.com,7.0,True,news,35
buzzfeednews.com,8.0,False,news,9426
buzzfeednews.com,8.0,True,news,29
buzzfeednews.com,9.0,False,news,3937
buzzfeednews.com,9.0,True,news,9
buzzfeednews.com,10.0,False,news,1911
buzzfeednews.com,10.0,True,news,4
buzzfeednews.com,11.0,False,news,430
buzzfeednews.com,11.0,True,news,2
buzzfeednews.com,12.0,False,news,77
bw.edu,4.0,False,education,1
bw.edu,5.0,False,education,2
bw.edu,6.0,False,education,4
bw.edu,9.0,False,education,8
bw.edu,10.0,False,education,44
bw.edu,11.0,False,education,169
bw.edu,12.0,False,education,38
bw.edu,13.0,False,education,2
bxtimes.com,2.0,False,news,4
bxtimes.com,3.0,False,news,13
bxtimes.com,4.0,False,news,18
bxtimes.com,5.0,False,news,659
bxtimes.com,6.0,False,news,509
bxtimes.com,6.0,True,news,1
bxtimes.com,7.0,False,news,755
bxtimes.com,7.0,True,news,1
bxtimes.com,8.0,False,news,65
bxtimes.com,8.0,True,news,2
bxtimes.com,9.0,False,news,3
byu.edu,4.0,False,news,17
byu.edu,5.0,False,news,22
byu.edu,6.0,False,news,22
byu.edu,7.0,False,news,2974
byu.edu,7.0,True,news,5
byu.edu,8.0,False,news,1154
byu.edu,8.0,True,news,3
byu.edu,9.0,False,news,1459
byu.edu,9.0,True,news,4
byu.edu,10.0,False,news,7
byu.edu,10.0,True,news,1
c-span.org,0.0,False,news,2781
c-span.org,0.0,True,news,7
c-span.org,1.0,False,news,2767
c-span.org,1.0,True,news,5
c-span.org,2.0,False,news,6538
c-span.org,2.0,True,news,18
c-span.org,3.0,False,news,16854
c-span.org,3.0,True,news,34
c-span.org,4.0,False,news,27646
c-span.org,4.0,True,news,59
c-span.org,5.0,False,news,65379
c-span.org,5.0,True,news,135
c-span.org,6.0,False,news,75941
c-span.org,6.0,True,news,171
c-span.org,7.0,False,news,82202
c-span.org,7.0,True,news,196
c-span.org,8.0,False,news,88499
c-span.org,8.0,True,news,164
c-span.org,9.0,False,news,64732
c-span.org,9.0,True,news,185
c-span.org,10.0,False,news,96028
c-span.org,10.0,True,news,233
c-span.org,11.0,False,news,64899
c-span.org,11.0,True,news,113
c-span.org,12.0,False,news,5839
c-span.org,12.0,True,news,55
c-span.org,13.0,False,news,68
c-ville.com,1.0,False,news,402
c-ville.com,1.0,True,news,1
c-ville.com,3.0,False,news,8
c-ville.com,4.0,False,news,144
c-ville.com,4.0,True,news,1
c-ville.com,5.0,False,news,1107
c-ville.com,5.0,True,news,1
c-ville.com,6.0,False,news,128
c-ville.com,7.0,False,news,1154
c-ville.com,7.0,True,news,4
c-ville.com,9.0,False,news,276
c-ville.com,9.0,True,news,1
c-ville.com,10.0,False,news,13
c4isrnet.com,2.0,False,news,80
c4isrnet.com,3.0,False,news,1157
c4isrnet.com,3.0,True,news,3
c4isrnet.com,4.0,False,news,2415
c4isrnet.com,4.0,True,news,3
c4isrnet.com,5.0,False,news,11280
c4isrnet.com,5.0,True,news,27
c4isrnet.com,6.0,False,news,2172
c4isrnet.com,6.0,True,news,4
c4isrnet.com,7.0,False,news,620
c4isrnet.com,7.0,True,news,2
c4isrnet.com,8.0,False,news,320
c4isrnet.com,9.0,False,news,2
ca.gov,3.0,False,gov,1
ca.gov,4.0,False,gov,1
ca.gov,5.0,False,gov,9
ca.gov,7.0,False,gov,59
ca.gov,8.0,False,gov,6
ca.gov,9.0,False,gov,2
ca.gov,10.0,False,gov,1072
ca.gov,10.0,True,gov,6
ca.gov,11.0,False,gov,2182
ca.gov,11.0,True,gov,2
ca.gov,12.0,False,gov,165
cachevalleydaily.com,1.0,False,news,8
cachevalleydaily.com,2.0,False,news,1
cachevalleydaily.com,4.0,False,news,782
cachevalleydaily.com,4.0,True,news,2
cachevalleydaily.com,5.0,False,news,48
cagw.org,2.0,False,other_third_party,55
cagw.org,3.0,False,other_third_party,8
cagw.org,3.0,True,other_third_party,1
cagw.org,4.0,False,other_third_party,3098
cagw.org,4.0,True,other_third_party,3
cagw.org,5.0,False,other_third_party,86
cagw.org,5.0,True,other_third_party,4
calaverasenterprise.com,1.0,False,news,2
calaverasenterprise.com,2.0,False,news,158
calaverasenterprise.com,3.0,False,news,325
calaverasenterprise.com,3.0,True,news,2
calaverasenterprise.com,4.0,False,news,850
calaverasenterprise.com,4.0,True,news,3
calaverasenterprise.com,5.0,False,news,1603
calaverasenterprise.com,5.0,True,news,5
calaverasenterprise.com,6.0,False,news,3063
calaverasenterprise.com,6.0,True,news,6
calaverasenterprise.com,7.0,False,news,6429
calaverasenterprise.com,7.0,True,news,18
calaverasenterprise.com,8.0,False,news,4363
calaverasenterprise.com,8.0,True,news,7
calaverasenterprise.com,9.0,False,news,1153
calaverasenterprise.com,9.0,True,news,2
calaverasenterprise.com,10.0,False,news,382
calaverasenterprise.com,11.0,False,news,40
calcoasttimes.com,1.0,False,news,5
calcoasttimes.com,2.0,False,news,430
calcoasttimes.com,2.0,True,news,1
califesciences.org,6.0,False,news,87
califesciences.org,11.0,False,news,17
california45th.org,9.0,False,other_third_party,12
california45th.org,10.0,False,other_third_party,79
california45th.org,11.0,False,other_third_party,38
california45th.org,12.0,False,other_third_party,11
californiaagtoday.com,2.0,False,news,3
californiaagtoday.com,3.0,False,news,2
californiaagtoday.com,4.0,False,news,327
californiaagtoday.com,5.0,False,news,480
californiaagtoday.com,5.0,True,news,2
californiaagtoday.com,6.0,False,news,11
californiaagtoday.com,7.0,False,news,726
californiaagtoday.com,7.0,True,news,2
californiaagtoday.com,8.0,False,news,125
californiaagtoday.com,9.0,False,news,2
californiademocrat.com,1.0,False,news,20
californiademocrat.com,2.0,False,news,9
californiademocrat.com,3.0,False,news,5
californiademocrat.com,4.0,False,news,430
californiademocrat.com,4.0,True,news,1
californiademocrat.com,5.0,False,news,1418
californiademocrat.com,5.0,True,news,3
californiademocrat.com,6.0,False,news,1025
californiademocrat.com,6.0,True,news,2
californiademocrat.com,7.0,False,news,770
californiademocrat.com,7.0,True,news,1
californiademocrat.com,8.0,False,news,28
californiademocrat.com,8.0,True,news,2
californiaglobe.com,0.0,False,news,863
californiaglobe.com,0.0,True,news,2
californiaglobe.com,1.0,False,news,20
californiaglobe.com,2.0,False,news,109
californiaglobe.com,3.0,False,news,279
californiaglobe.com,4.0,False,news,3690
californiaglobe.com,4.0,True,news,2
californiaglobe.com,5.0,False,news,4072
californiaglobe.com,5.0,True,news,17
californiaglobe.com,6.0,False,news,5476
californiaglobe.com,6.0,True,news,13
californiaglobe.com,7.0,False,news,2358
californiaglobe.com,7.0,True,news,5
californiaglobe.com,8.0,False,news,1291
californiaglobe.com,8.0,True,news,4
californiaglobe.com,9.0,False,news,968
californiaglobe.com,9.0,True,news,3
californiaglobe.com,10.0,False,news,481
californiaglobe.com,11.0,False,news,441
californiaglobe.com,12.0,False,news,1
californiahealthline.org,1.0,False,other_third_party,1
californiahealthline.org,2.0,False,other_third_party,22
californiahealthline.org,3.0,False,other_third_party,1938
californiahealthline.org,3.0,True,other_third_party,7
californiahealthline.org,4.0,False,other_third_party,737
californiahealthline.org,4.0,True,other_third_party,1
californiahealthline.org,5.0,False,other_third_party,528
californiahealthline.org,5.0,True,other_third_party,3
californiahealthline.org,6.0,False,other_third_party,3322
californiahealthline.org,6.0,True,other_third_party,5
californiahealthline.org,7.0,False,other_third_party,2256
californiahealthline.org,7.0,True,other_third_party,5
californiahealthline.org,8.0,False,other_third_party,1160
californiahealthline.org,8.0,True,other_third_party,2
californiahealthline.org,9.0,False,other_third_party,15
californiahealthline.org,10.0,False,other_third_party,1
caller.com,1.0,False,news,9
caller.com,2.0,False,news,47
caller.com,2.0,True,news,1
caller.com,3.0,False,news,883
caller.com,3.0,True,news,2
caller.com,4.0,False,news,6903
caller.com,4.0,True,news,16
caller.com,5.0,False,news,8300
caller.com,5.0,True,news,17
caller.com,6.0,False,news,2403
caller.com,6.0,True,news,7
caller.com,7.0,False,news,1629
caller.com,7.0,True,news,4
caller.com,8.0,False,news,297
caller.com,9.0,False,news,35
callnewspapers.com,1.0,False,news,3
callnewspapers.com,2.0,False,news,456
callnewspapers.com,2.0,True,news,1
callnewspapers.com,3.0,False,news,56
callnewspapers.com,4.0,False,news,1720
callnewspapers.com,4.0,True,news,4
callnewspapers.com,5.0,False,news,2451
callnewspapers.com,5.0,True,news,9
callnewspapers.com,6.0,False,news,3623
callnewspapers.com,6.0,True,news,7
callnewspapers.com,7.0,False,news,676
callnewspapers.com,7.0,True,news,1
callnewspapers.com,8.0,False,news,119
callnewspapers.com,9.0,False,news,1
calltothepen.com,1.0,False,news,1
calltothepen.com,2.0,False,news,435
calltothepen.com,2.0,True,news,1
calvertforcongress.com,0.0,False,campaign_personal,401
calvertforcongress.com,1.0,False,campaign_personal,1335
calvertforcongress.com,1.0,True,campaign_personal,2
calvertforcongress.com,2.0,False,campaign_personal,4683
calvertforcongress.com,2.0,True,campaign_personal,11
calvertforcongress.com,3.0,False,campaign_personal,12665
calvertforcongress.com,3.0,True,campaign_personal,25
calvertforcongress.com,4.0,False,campaign_personal,8236
calvertforcongress.com,4.0,True,campaign_personal,28
calvertforcongress.com,5.0,False,campaign_personal,4215
calvertforcongress.com,5.0,True,campaign_personal,14
calvertforcongress.com,6.0,False,campaign_personal,4081
calvertforcongress.com,6.0,True,campaign_personal,21
calvertforcongress.com,7.0,False,campaign_personal,7960
calvertforcongress.com,7.0,True,campaign_personal,9
calvertforcongress.com,8.0,False,campaign_personal,3816
calvertforcongress.com,8.0,True,campaign_personal,2
calvertforcongress.com,9.0,False,campaign_personal,696
calvertforcongress.com,10.0,False,campaign_personal,7
calvertforcongress.com,11.0,False,campaign_personal,1
calvinayre.com,4.0,False,news,1
calvinayre.com,6.0,False,news,11
calvinayre.com,7.0,False,news,267
calvinayre.com,10.0,False,news,6
calvinayre.com,11.0,False,news,38
calvinayre.com,11.0,True,news,1
camaspostrecord.com,5.0,False,news,1
campuslately.com,4.0,False,news,6
campuslately.com,5.0,False,news,11
campuslately.com,6.0,False,news,1283
campuslately.com,6.0,True,news,3
campuslately.com,7.0,False,news,1624
campuslately.com,7.0,True,news,4
campuslately.com,8.0,False,news,231
campuslately.com,8.0,True,news,1
campuslately.com,9.0,False,news,152
cannabisbusinesstimes.com,3.0,False,news,22
cannabisbusinesstimes.com,4.0,False,news,473
cannabisbusinesstimes.com,4.0,True,news,1
cannabisbusinesstimes.com,5.0,False,news,2481
cannabisbusinesstimes.com,5.0,True,news,5
cannabisbusinesstimes.com,6.0,False,news,17
cannabisbusinesstimes.com,6.0,True,news,1
cannabisdispensarymag.com,3.0,False,news,6
cannabisdispensarymag.com,4.0,False,news,1
cannabisdispensarymag.com,5.0,False,news,836
cannabisdispensarymag.com,5.0,True,news,2
cannabissciencetech.com,3.0,False,news,1
cannabissciencetech.com,4.0,False,news,80
cannabissciencetech.com,5.0,False,news,1545
cannabissciencetech.com,5.0,True,news,2
cannabissciencetech.com,6.0,False,news,140
cannabissciencetech.com,7.0,False,news,3766
cannabissciencetech.com,7.0,True,news,7
cannabissciencetech.com,8.0,False,news,6
cannabiswire.com,1.0,False,news,46
cannabiswire.com,1.0,True,news,1
cannabiswire.com,2.0,False,news,73
cannabiswire.com,3.0,False,news,44
cannabiswire.com,4.0,False,news,4010
cannabiswire.com,4.0,True,news,10
cannabiswire.com,5.0,False,news,1745
cannabiswire.com,5.0,True,news,3
cannabiswire.com,6.0,False,news,922
cannabiswire.com,7.0,False,news,226
cannabiswire.com,7.0,True,news,3
cannabiswire.com,8.0,False,news,17
cannabiswire.com,9.0,False,news,1
cantondailyledger.com,1.0,False,news,7
cantondailyledger.com,3.0,False,news,861
cantondailyledger.com,3.0,True,news,2
cantondailyledger.com,4.0,False,news,1
cantoniodelgado.com,2.0,False,campaign_personal,29
cantoniodelgado.com,3.0,False,campaign_personal,34
cantoniodelgado.com,4.0,False,campaign_personal,125
cantoniodelgado.com,5.0,False,campaign_personal,220
cantoniodelgado.com,6.0,False,campaign_personal,228
cantoniodelgado.com,7.0,False,campaign_personal,184
cantoniodelgado.com,8.0,False,campaign_personal,386
cantoniodelgado.com,9.0,False,campaign_personal,544
cantoniodelgado.com,10.0,False,campaign_personal,579
cantoniodelgado.com,11.0,False,campaign_personal,1152
cantoniodelgado.com,12.0,False,campaign_personal,1
cantonrep.com,1.0,False,news,861
cantonrep.com,1.0,True,news,2
cantonrep.com,2.0,False,news,19
cantonrep.com,3.0,False,news,640
cantonrep.com,4.0,False,news,998
cantonrep.com,4.0,True,news,5
cantonrep.com,5.0,False,news,844
cantonrep.com,5.0,True,news,1
cantonrep.com,6.0,False,news,638
cantonrep.com,6.0,True,news,1
cantonrep.com,7.0,False,news,3
cantonrep.com,10.0,False,news,3
capecod.com,1.0,False,other_third_party,1026
capecod.com,1.0,True,other_third_party,1
capecod.com,2.0,False,other_third_party,557
capecod.com,2.0,True,other_third_party,1
capecod.com,3.0,False,other_third_party,1376
capecod.com,3.0,True,other_third_party,4
capecod.com,4.0,False,other_third_party,4355
capecod.com,4.0,True,other_third_party,12
capecod.com,5.0,False,other_third_party,7376
capecod.com,5.0,True,other_third_party,18
capecod.com,6.0,False,other_third_party,19315
capecod.com,6.0,True,other_third_party,46
capecod.com,7.0,False,other_third_party,5626
capecod.com,7.0,True,other_third_party,11
capecod.com,8.0,False,other_third_party,1959
capecod.com,8.0,True,other_third_party,5
capecod.com,9.0,False,other_third_party,171
capecodtimes.com,1.0,False,news,31
capecodtimes.com,2.0,False,news,1
capecodtimes.com,3.0,False,news,117
capecodtimes.com,4.0,False,news,46
capecodtimes.com,5.0,False,news,196
capecodtimes.com,6.0,False,news,4662
capecodtimes.com,6.0,True,news,12
capecodtimes.com,7.0,False,news,2035
capecodtimes.com,7.0,True,news,4
capecodtimes.com,8.0,False,news,795
capecodtimes.com,8.0,True,news,2
capecodtimes.com,9.0,False,news,137
capemaycountyherald.com,0.0,False,news,2
capemaycountyherald.com,1.0,False,news,101
capemaycountyherald.com,2.0,False,news,340
capemaycountyherald.com,2.0,True,news,1
capemaycountyherald.com,3.0,False,news,110
capemaycountyherald.com,5.0,False,news,1455
capemaycountyherald.com,5.0,True,news,1
capemaycountyherald.com,6.0,False,news,103
capemaycountyherald.com,6.0,True,news,3
capemaycountyherald.com,7.0,False,news,1
capenews.net,1.0,False,news,326
capenews.net,1.0,True,news,1
capenews.net,2.0,False,news,16
capenews.net,3.0,False,news,258
capenews.net,4.0,False,news,2408
capenews.net,4.0,True,news,6
capenews.net,5.0,False,news,2605
capenews.net,5.0,True,news,7
capenews.net,6.0,False,news,4962
capenews.net,6.0,True,news,10
capenews.net,7.0,False,news,832
capenews.net,7.0,True,news,1
capenews.net,8.0,False,news,737
capenews.net,8.0,True,news,3
capenews.net,9.0,False,news,30
capitalandmain.com,3.0,False,news,14
capitalandmain.com,4.0,False,news,237
capitalandmain.com,5.0,False,news,978
capitalandmain.com,5.0,True,news,1
capitalandmain.com,6.0,False,news,612
capitalandmain.com,6.0,True,news,3
capitalandmain.com,7.0,False,news,751
capitalandmain.com,7.0,True,news,2
capitalandmain.com,8.0,False,news,431
capitalandmain.com,8.0,True,news,1
capitalandmain.com,9.0,False,news,22
capitalgazette.com,1.0,False,news,70
capitalgazette.com,2.0,False,news,304
capitalgazette.com,2.0,True,news,1
capitalgazette.com,3.0,False,news,1814
capitalgazette.com,3.0,True,news,4
capitalgazette.com,4.0,False,news,9624
capitalgazette.com,4.0,True,news,19
capitalgazette.com,5.0,False,news,4223
capitalgazette.com,5.0,True,news,9
capitalgazette.com,6.0,False,news,15234
capitalgazette.com,6.0,True,news,33
capitalgazette.com,7.0,False,news,9808
capitalgazette.com,7.0,True,news,24
capitalgazette.com,8.0,False,news,813
capitalgazette.com,8.0,True,news,2
capitalgazette.com,10.0,False,news,8
capitalpress.com,0.0,False,news,7
capitalpress.com,1.0,False,news,864
capitalpress.com,1.0,True,news,2
capitalpress.com,2.0,False,news,1
capitalpress.com,10.0,False,news,59
capitalpress.com,11.0,False,news,1
capitolfax.com,1.0,False,news,24
capitolfax.com,2.0,False,news,456
capitolfax.com,2.0,True,news,1
capitolfax.com,3.0,False,news,2826
capitolfax.com,3.0,True,news,6
capitolfax.com,4.0,False,news,647
capitolfax.com,4.0,True,news,2
capitolfax.com,5.0,False,news,3269
capitolfax.com,5.0,True,news,3
capitolfax.com,6.0,False,news,5636
capitolfax.com,6.0,True,news,9
capitolfax.com,7.0,False,news,2656
capitolfax.com,7.0,True,news,7
capitolfax.com,8.0,False,news,572
capitolfax.com,8.0,True,news,8
capitolfax.com,9.0,False,news,25
capitolfax.com,10.0,False,news,4
capitolfax.com,11.0,False,news,391
capitolfax.com,12.0,False,news,42
capitolfax.com,12.0,True,news,1
capjournal.com,0.0,False,news,435
capjournal.com,1.0,False,news,467
capjournal.com,1.0,True,news,1
capjournal.com,2.0,False,news,95
capjournal.com,3.0,False,news,97
capjournal.com,4.0,False,news,856
capjournal.com,4.0,True,news,2
capjournal.com,5.0,False,news,1008
capjournal.com,5.0,True,news,2
capjournal.com,6.0,False,news,307
capjournal.com,6.0,True,news,1
capjournal.com,7.0,False,news,1173
capjournal.com,7.0,True,news,4
capjournal.com,8.0,False,news,572
capjournal.com,8.0,True,news,2
capradio.org,2.0,False,news,58
capradio.org,3.0,False,news,1243
capradio.org,3.0,True,news,3
capradio.org,4.0,False,news,152
capradio.org,4.0,True,news,1
capradio.org,5.0,False,news,1768
capradio.org,5.0,True,news,4
capradio.org,6.0,False,news,199
capradio.org,7.0,False,news,404
capradio.org,8.0,False,news,51
capradio.org,8.0,True,news,1
capradio.org,9.0,False,news,7
captainhiggins.com,0.0,False,campaign_personal,176
captainhiggins.com,0.0,True,campaign_personal,1
