crawl_id,qry,home_dist,random_dist,home_result_length,random_dist_result_length,rbo_similarity
20201026,Michael Waltz,FL-6,CA-42,15,15,1
20201230,Michael Waltz,FL-6,GA-13,16,18,1
20201127,Michael Waltz,FL-6,CA-3,16,15,1
20201006,Michael Waltz,FL-6,TX-25,15,15,1
20201120,Michael Waltz,FL-6,IL-5,15,15,1
20201117,Michael Waltz,FL-6,SC-4,15,15,1
20201124,Michael Waltz,FL-6,NY-10,16,16,1
20201218,Michael Waltz,FL-6,CT-5,20,18,1
20201109,Michael Waltz,FL-6,MD-7,18,18,1
20201101,Michael Waltz,FL-6,NJ-10,15,16,1
20201223,Vern Buchanan,FL-16,MD-7,14,14,1
20201009,Vern Buchanan,FL-16,TX-35,18,18,1
20201025,Vern Buchanan,FL-16,GA-5,18,18,1
20201212,Vern Buchanan,FL-16,CA-50,15,15,1
20201107,Vern Buchanan,FL-16,CA-38,19,19,1
20201105,Vern Buchanan,FL-16,OH-14,22,22,1
20201205,Vern Buchanan,FL-16,WA-9,15,15,1
20201126,Vern Buchanan,FL-16,PA-3,16,16,1
20201129,Vern Buchanan,FL-16,FL-5,15,15,1
20201106,Vern Buchanan,FL-16,IA-4,22,22,1
20201116,Jeff Duncan,SC-3,KS-1,16,16,1
20201211,Jeff Duncan,SC-3,MN-1,15,15,1
20201104,Jeff Duncan,SC-3,TN-5,18,18,1
20201028,Jeff Duncan,SC-3,CA-35,16,16,1
20200930,Jeff Duncan,SC-3,GA-7,16,16,1
20201230,Jeff Duncan,SC-3,VA-10,15,15,1
20201010,Jeff Duncan,SC-3,PA-14,18,18,1
20201006,Jeff Duncan,SC-3,GA-4,16,16,1
20201227,Jeff Duncan,SC-3,NJ-1,15,15,1
20201004,Jeff Duncan,SC-3,WA-6,16,15,1
20200910,Ralph Norman,SC-5,NC-8,12,12,1
20200911,Ralph Norman,SC-5,NY-26,15,15,1
20201120,Ralph Norman,SC-5,MI-10,15,15,1
20200905,Ralph Norman,SC-5,FL-16,12,12,1
20201227,Ralph Norman,SC-5,FL-3,15,15,1
20200915,Ralph Norman,SC-5,OH-8,16,15,1
20200919,Ralph Norman,SC-5,FL-26,15,15,1
20201205,Ralph Norman,SC-5,NY-3,15,18,1
20201017,Ralph Norman,SC-5,LA-5,15,15,1
20201104,Ralph Norman,SC-5,NY-23,18,18,1
20201125,Joe Cunningham,SC-1,GA-14,18,16,1
20201215,Joe Cunningham,SC-1,SC-2,16,16,1
20201114,Joe Cunningham,SC-1,CT-2,18,18,1
20201014,Joe Cunningham,SC-1,MO-3,19,19,1
20201122,Joe Cunningham,SC-1,GA-5,16,15,1
20200906,Joe Cunningham,SC-1,NY-1,18,18,1
20201202,Joe Cunningham,SC-1,CA-41,15,15,1
20201210,Joe Cunningham,SC-1,TN-6,18,19,1
20201127,Joe Cunningham,SC-1,OH-14,16,15,1
20201110,Joe Cunningham,SC-1,NJ-12,18,21,1
20200920,Justin Amash,MI-3,OH-3,16,16,1
20200921,Justin Amash,MI-3,PA-3,15,15,1
20201124,Justin Amash,MI-3,WY-AT LARGE,15,15,1
20201107,Justin Amash,MI-3,NY-27,19,19,1
20201101,Justin Amash,MI-3,LA-2,15,15,1
20201226,Justin Amash,MI-3,CA-17,16,15,1
20201201,Justin Amash,MI-3,MD-1,15,15,1
20201016,Justin Amash,MI-3,WA-4,16,15,1
20200905,Justin Amash,MI-3,GA-6,12,12,1
20200906,Justin Amash,MI-3,IL-13,6,12,1
20201022,Ben Ray Luján,NM-3,IL-13,19,19,1
20201023,Ben Ray Luján,NM-3,TX-11,19,19,1
20201101,Ben Ray Luján,NM-3,PA-11,16,15,1
20200911,Ben Ray Luján,NM-3,WA-10,16,16,1
20201025,Ben Ray Luján,NM-3,CA-14,15,15,1
20201126,Ben Ray Luján,NM-3,PA-10,16,16,1
20201228,Ben Ray Luján,NM-3,TX-17,15,15,1
20201116,Ben Ray Luján,NM-3,MI-9,15,15,1
20201018,Ben Ray Luján,NM-3,NY-10,15,15,1
20201231,Ben Ray Luján,NM-3,IL-5,15,15,1
20201005,Xochitl Torres Small,NM-2,CO-6,16,16,1
20200919,Xochitl Torres Small,NM-2,GA-6,15,13,1
20201018,Xochitl Torres Small,NM-2,FL-27,19,19,1
20201215,Xochitl Torres Small,NM-2,NY-27,13,13,1
20201013,Xochitl Torres Small,NM-2,NY-26,15,15,1
20201221,Xochitl Torres Small,NM-2,FL-21,13,13,1
20201209,Xochitl Torres Small,NM-2,WI-3,14,14,1
20200912,Xochitl Torres Small,NM-2,MD-4,15,15,1
20201102,Xochitl Torres Small,NM-2,IL-4,19,19,1
20201229,Xochitl Torres Small,NM-2,SC-4,10,10,1
20201114,John B. Larson,CT-1,IA-2,12,15,1
20201214,John B. Larson,CT-1,TX-35,13,13,1
20201028,John B. Larson,CT-1,MD-8,13,13,1
20201101,John B. Larson,CT-1,TN-3,13,13,1
20200913,John B. Larson,CT-1,PA-9,16,16,1
20201006,John B. Larson,CT-1,TX-1,16,16,1
20200914,John B. Larson,CT-1,OH-4,16,16,1
20201226,John B. Larson,CT-1,WA-6,13,13,1
20201120,John B. Larson,CT-1,CA-1,12,12,1
20201124,John B. Larson,CT-1,MS-1,12,12,1
20201021,Richard Neal,MA-1,NC-11,15,15,1
20201201,Richard Neal,MA-1,MT-AT LARGE,15,15,1
20201208,Richard Neal,MA-1,SC-6,15,15,1
20201106,Richard Neal,MA-1,KY-6,18,18,1
20200921,Richard Neal,MA-1,NY-1,19,6,1
20201214,Richard Neal,MA-1,PA-3,15,15,1
20201202,Richard Neal,MA-1,FL-14,16,16,1
20201115,Richard Neal,MA-1,WY-AT LARGE,16,16,1
20200913,Richard Neal,MA-1,AL-7,16,16,1
20200903,Richard Neal,MA-1,LA-3,18,18,1
20200919,Anthony Gonzalez,OH-16,ME-1,17,17,1
20201012,Anthony Gonzalez,OH-16,FL-6,17,17,1
20200903,Anthony Gonzalez,OH-16,SC-5,17,17,1
20201030,Anthony Gonzalez,OH-16,TX-11,18,18,1
20200912,Anthony Gonzalez,OH-16,CA-12,17,17,1
20201226,Anthony Gonzalez,OH-16,NY-20,18,19,1
20201025,Anthony Gonzalez,OH-16,SC-1,18,18,1
20201010,Anthony Gonzalez,OH-16,MS-1,17,17,1
20201219,Anthony Gonzalez,OH-16,CA-14,17,17,1
20201126,Anthony Gonzalez,OH-16,FL-2,18,17,1
20201113,Frederica Wilson,FL-24,FL-27,15,15,1
20201112,Frederica Wilson,FL-24,PA-2,15,15,1
20201021,Frederica Wilson,FL-24,AR-2,16,16,1
20201204,Frederica Wilson,FL-24,OR-4,16,16,1
20201130,Frederica Wilson,FL-24,TX-33,16,17,1
20201220,Frederica Wilson,FL-24,TX-36,15,15,1
20200905,Frederica Wilson,FL-24,CA-14,15,15,1
20200903,Frederica Wilson,FL-24,CA-8,15,15,1
20201110,Frederica Wilson,FL-24,IL-18,15,15,1
20201129,Frederica Wilson,FL-24,CO-4,16,16,1
20201018,Josh Gottheimer,NJ-5,TX-10,16,16,1
20200921,Josh Gottheimer,NJ-5,TX-22,16,16,1
20200907,Josh Gottheimer,NJ-5,TX-36,16,16,1
20201219,Josh Gottheimer,NJ-5,GA-6,16,16,1
20200912,Josh Gottheimer,NJ-5,WA-6,16,16,1
20201129,Josh Gottheimer,NJ-5,UT-1,16,16,1
20201128,Josh Gottheimer,NJ-5,FL-15,16,16,1
20201208,Josh Gottheimer,NJ-5,MO-2,18,18,1
20201013,Josh Gottheimer,NJ-5,VA-11,16,16,1
20201115,Josh Gottheimer,NJ-5,PA-1,16,16,1
20201113,Tom Malinowski,NJ-7,CA-49,22,22,1
20201211,Tom Malinowski,NJ-7,CA-51,15,15,1
20201112,Tom Malinowski,NJ-7,IL-13,18,18,1
20201204,Tom Malinowski,NJ-7,OR-2,15,15,1
20201227,Tom Malinowski,NJ-7,CA-10,16,16,1
20201031,Tom Malinowski,NJ-7,NV-1,18,18,1
20201128,Tom Malinowski,NJ-7,MD-5,15,15,1
20200907,Tom Malinowski,NJ-7,OH-4,16,16,1
20201025,Tom Malinowski,NJ-7,DE-AT LARGE,18,18,1
20201110,Tom Malinowski,NJ-7,CT-1,18,18,1
20201009,Adam Smith,WA-9,MD-6,10,10,1
20201208,Adam Smith,WA-9,AR-3,13,13,1
20201222,Adam Smith,WA-9,MO-7,10,10,1
20200909,Adam Smith,WA-9,OH-5,10,10,1
20201020,Adam Smith,WA-9,TN-1,10,10,1
20201227,Adam Smith,WA-9,TX-36,13,13,1
20201103,Adam Smith,WA-9,SC-4,10,10,1
20201129,Adam Smith,WA-9,NJ-11,10,10,1
20201029,Adam Smith,WA-9,TX-16,10,10,1
20201107,Adam Smith,WA-9,IL-18,10,7,1
20201129,José E. Serrano,NY-15,FL-11,13,13,1
20200912,José E. Serrano,NY-15,CT-2,16,16,1
20201025,José E. Serrano,NY-15,NY-9,16,16,1
20201213,José E. Serrano,NY-15,IL-6,16,16,1
20200913,José E. Serrano,NY-15,MS-2,16,16,1
20201020,José E. Serrano,NY-15,VA-10,16,16,1
20201219,José E. Serrano,NY-15,OK-1,10,10,1
20201024,José E. Serrano,NY-15,CA-37,16,16,1
20201125,José E. Serrano,NY-15,CA-34,16,16,1
20201022,José E. Serrano,NY-15,OH-12,16,16,1
20201006,Don Young,AK-AT LARGE,IL-3,13,13,1
20201003,Don Young,AK-AT LARGE,MA-4,15,14,1
20201123,Don Young,AK-AT LARGE,CA-41,12,12,1
20201012,Don Young,AK-AT LARGE,PA-1,12,12,1
20201220,Don Young,AK-AT LARGE,FL-26,13,13,1
20201208,Don Young,AK-AT LARGE,MA-3,12,12,1
20200902,Don Young,AK-AT LARGE,KS-1,12,12,1
20201231,Don Young,AK-AT LARGE,CT-1,9,10,1
20200910,Don Young,AK-AT LARGE,WA-3,12,12,1
20201209,Don Young,AK-AT LARGE,PA-17,12,15,1
20201023,Tim Ryan,OH-13,FL-19,20,20,1
20201213,Tim Ryan,OH-13,TX-20,15,15,1
20200914,Tim Ryan,OH-13,MT-AT LARGE,18,18,1
20200902,Tim Ryan,OH-13,NE-2,18,18,1
20201210,Tim Ryan,OH-13,TX-27,18,18,1
20201127,Tim Ryan,OH-13,WI-7,20,20,1
20200906,Tim Ryan,OH-13,WI-5,18,18,1
20201022,Tim Ryan,OH-13,MD-1,18,18,1
20201001,Tim Ryan,OH-13,TX-6,21,21,1
20201107,Tim Ryan,OH-13,WV-2,20,20,1
20201010,Adriano Espaillat,NY-13,NC-13,15,15,1
20201112,Adriano Espaillat,NY-13,GA-7,16,16,1
20201102,Adriano Espaillat,NY-13,CA-36,15,15,1
20201021,Adriano Espaillat,NY-13,AZ-4,15,15,1
20201111,Adriano Espaillat,NY-13,CA-9,16,16,1
20201230,Adriano Espaillat,NY-13,CA-17,15,15,1
20201225,Adriano Espaillat,NY-13,NJ-4,15,15,1
20201013,Adriano Espaillat,NY-13,GA-14,16,16,1
20201027,Adriano Espaillat,NY-13,MA-2,15,15,1
20201107,Adriano Espaillat,NY-13,IL-1,15,15,1
20201126,John Shimkus,IL-15,PA-6,12,12,1
20201231,John Shimkus,IL-15,IN-1,12,12,1
20200912,John Shimkus,IL-15,MI-7,12,12,1
20201229,John Shimkus,IL-15,MA-6,12,12,1
20201029,John Shimkus,IL-15,AZ-8,12,12,1
20201026,John Shimkus,IL-15,IL-18,12,12,1
20201120,John Shimkus,IL-15,FL-27,12,12,1
20200904,John Shimkus,IL-15,LA-4,12,12,1
20201202,John Shimkus,IL-15,TX-8,12,12,1
20200906,John Shimkus,IL-15,CA-30,12,12,1
20201101,Mike Bost,IL-12,AZ-6,12,15,1
20201027,Mike Bost,IL-12,PA-11,15,15,1
20201228,Mike Bost,IL-12,NC-12,15,15,1
20200914,Mike Bost,IL-12,AL-5,16,16,1
20200906,Mike Bost,IL-12,CA-6,16,16,1
20201004,Mike Bost,IL-12,NJ-9,16,16,1
20201115,Mike Bost,IL-12,IA-3,15,15,1
20201214,Mike Bost,IL-12,CA-38,18,18,1
20201219,Mike Bost,IL-12,PA-16,15,15,1
20201207,Mike Bost,IL-12,KS-2,16,15,1
20201108,Rodney Davis,IL-13,WI-2,19,19,1
20201016,Rodney Davis,IL-13,SC-3,22,22,1
20201214,Rodney Davis,IL-13,OR-2,16,16,1
20201201,Rodney Davis,IL-13,NE-2,15,15,1
20201017,Rodney Davis,IL-13,NJ-3,22,22,1
20200921,Rodney Davis,IL-13,OH-9,15,7,1
20201107,Rodney Davis,IL-13,CO-4,20,20,1
20201021,Rodney Davis,IL-13,CA-16,15,15,1
20201121,Rodney Davis,IL-13,FL-3,18,18,1
20201006,Rodney Davis,IL-13,TX-11,19,19,1
20200906,Angie Craig,MN-2,FL-3,17,17,1
20201016,Angie Craig,MN-2,WI-7,15,15,1
20201226,Angie Craig,MN-2,NY-6,15,15,1
20201008,Angie Craig,MN-2,OH-16,19,21,1
20201012,Angie Craig,MN-2,CA-41,19,19,1
20201106,Angie Craig,MN-2,TN-8,21,21,1
20201007,Angie Craig,MN-2,AZ-2,18,18,1
20200920,Angie Craig,MN-2,TX-35,15,15,1
20201029,Angie Craig,MN-2,VA-3,18,18,1
20201210,Angie Craig,MN-2,PA-5,12,12,1
20200915,Chuck Fleischmann,TN-3,MI-4,6,16,1
20201224,Chuck Fleischmann,TN-3,WV-2,15,15,1
20201024,Chuck Fleischmann,TN-3,WI-3,15,15,1
20201214,Chuck Fleischmann,TN-3,CO-5,15,15,1
20201109,Chuck Fleischmann,TN-3,OK-1,16,16,1
20200908,Chuck Fleischmann,TN-3,IL-4,12,12,1
20201201,Chuck Fleischmann,TN-3,WA-4,16,13,1
20200920,Chuck Fleischmann,TN-3,TX-12,15,15,1
20201129,Chuck Fleischmann,TN-3,FL-4,15,15,1
20201213,Chuck Fleischmann,TN-3,MS-2,18,17,1
20201222,Mark E. Green,TN-7,DC-AT LARGE,16,16,1
20200902,Mark E. Green,TN-7,VA-1,16,16,1
20201231,Mark E. Green,TN-7,NJ-1,16,16,1
20201226,Mark E. Green,TN-7,TN-2,15,15,1
20200912,Mark E. Green,TN-7,SC-6,13,13,1
20201212,Mark E. Green,TN-7,PA-16,16,16,1
20201129,Mark E. Green,TN-7,FL-23,15,15,1
20201102,Mark E. Green,TN-7,CA-7,16,16,1
20201216,Mark E. Green,TN-7,PA-12,16,16,1
20201103,Mark E. Green,TN-7,PA-15,15,15,1
20201026,Bob Gibbs,OH-7,FL-17,10,13,1
20201218,Bob Gibbs,OH-7,MA-2,7,10,1
20201113,Bob Gibbs,OH-7,IA-3,13,13,1
20200914,Bob Gibbs,OH-7,AZ-6,12,12,1
20201007,Bob Gibbs,OH-7,FL-1,12,13,1
20201018,Bob Gibbs,OH-7,NJ-10,13,12,1
20201230,Bob Gibbs,OH-7,VA-2,9,9,1
20201127,Bob Gibbs,OH-7,VA-3,13,13,1
20201001,Bob Gibbs,OH-7,CA-30,13,13,1
20201030,Bob Gibbs,OH-7,RI-2,13,13,1
20201104,Dutch Ruppersberger,MD-2,CA-50,19,17,1
20201203,Dutch Ruppersberger,MD-2,FL-7,13,13,1
20201026,Dutch Ruppersberger,MD-2,OH-13,13,13,1
20201114,Dutch Ruppersberger,MD-2,NY-16,13,16,1
20201215,Dutch Ruppersberger,MD-2,PA-11,15,15,1
20200921,Dutch Ruppersberger,MD-2,UT-1,13,13,1
20200914,Dutch Ruppersberger,MD-2,CA-13,13,13,1
20201130,Dutch Ruppersberger,MD-2,CA-9,13,15,1
20201127,Dutch Ruppersberger,MD-2,NJ-3,12,12,1
20201218,Dutch Ruppersberger,MD-2,OH-11,15,15,1
20201218,Jimmy Panetta,CA-20,IL-4,12,14,1
20201116,Jimmy Panetta,CA-20,ID-2,15,15,1
20200907,Jimmy Panetta,CA-20,MI-10,12,12,1
20201215,Jimmy Panetta,CA-20,IL-13,16,16,1
20201009,Jimmy Panetta,CA-20,VA-6,15,12,1
20201007,Jimmy Panetta,CA-20,NY-12,15,15,1
20201219,Jimmy Panetta,CA-20,MO-2,13,14,1
20201023,Jimmy Panetta,CA-20,AR-4,15,15,1
20201029,Jimmy Panetta,CA-20,NY-25,16,15,1
20201002,Jimmy Panetta,CA-20,NC-2,15,15,1
20201004,Mike Conaway,TX-11,VA-2,12,12,1
20201030,Mike Conaway,TX-11,NY-19,12,12,1
20201110,Mike Conaway,TX-11,CA-42,12,12,1
20201012,Mike Conaway,TX-11,ME-2,12,12,1
20201219,Mike Conaway,TX-11,NY-17,14,14,1
20201023,Mike Conaway,TX-11,TX-32,12,12,1
20201021,Mike Conaway,TX-11,MN-1,15,7,1
20201031,Mike Conaway,TX-11,NV-4,12,12,1
20201130,Mike Conaway,TX-11,MI-6,12,12,1
20201227,Mike Conaway,TX-11,IL-11,12,12,1
20201228,Darin LaHood,IL-18,FL-21,15,15,1
20200910,Darin LaHood,IL-18,FL-22,15,15,1
20201115,Darin LaHood,IL-18,CA-22,15,15,1
20201120,Darin LaHood,IL-18,OH-3,15,15,1
20201202,Darin LaHood,IL-18,CA-34,17,17,1
20201207,Darin LaHood,IL-18,IL-17,15,15,1
20201204,Darin LaHood,IL-18,NY-18,15,15,1
20201026,Darin LaHood,IL-18,CA-33,15,15,1
20201117,Darin LaHood,IL-18,TX-36,15,15,1
20201109,Darin LaHood,IL-18,IN-8,15,15,1
20201106,Ron Kind,WI-3,MA-5,18,21,1
20200913,Ron Kind,WI-3,MO-5,12,12,1
20201210,Ron Kind,WI-3,CA-30,15,15,1
20201002,Ron Kind,WI-3,MA-4,12,12,1
20200915,Ron Kind,WI-3,MS-3,15,16,1
20201014,Ron Kind,WI-3,CA-35,13,13,1
20201229,Ron Kind,WI-3,TX-9,15,15,1
20201010,Ron Kind,WI-3,PA-3,16,16,1
20201118,Ron Kind,WI-3,NY-3,15,15,1
20201115,Ron Kind,WI-3,AL-4,15,15,1
20201210,Jim Baird,IN-4,NJ-9,15,13,1
20201018,Jim Baird,IN-4,GA-11,13,13,1
20201016,Jim Baird,IN-4,TX-7,13,16,1
20201112,Jim Baird,IN-4,OH-7,16,19,1
20201108,Jim Baird,IN-4,PA-7,13,16,1
20201009,Jim Baird,IN-4,CA-26,18,18,1
20201002,Jim Baird,IN-4,MD-4,16,16,1
20201214,Jim Baird,IN-4,KY-5,18,18,1
20201106,Jim Baird,IN-4,VA-1,19,21,1
20201012,Jim Baird,IN-4,LA-6,16,18,1
20201124,Peter DeFazio,OR-4,KY-6,16,16,1
20201214,Peter DeFazio,OR-4,CA-36,12,12,1
20201212,Peter DeFazio,OR-4,SC-4,16,16,1
20201012,Peter DeFazio,OR-4,FL-20,18,18,1
20201001,Peter DeFazio,OR-4,PA-13,15,15,1
20200929,Peter DeFazio,OR-4,PA-3,15,15,1
20201227,Peter DeFazio,OR-4,NY-2,19,18,1
20201117,Peter DeFazio,OR-4,MA-6,15,15,1
20200905,Peter DeFazio,OR-4,OR-2,16,16,1
20201219,Peter DeFazio,OR-4,TX-19,12,12,1
20201008,Darren Soto,FL-9,IN-1,16,16,1
20201222,Darren Soto,FL-9,AL-6,12,15,1
20201230,Darren Soto,FL-9,ID-2,15,15,1
20201022,Darren Soto,FL-9,HI-2,15,15,1
20201009,Darren Soto,FL-9,OR-3,15,15,1
20201020,Darren Soto,FL-9,KY-6,15,15,1
20201231,Darren Soto,FL-9,OR-5,15,15,1
20201212,Darren Soto,FL-9,TX-4,15,15,1
20201019,Darren Soto,FL-9,MT-AT LARGE,15,15,1
20201015,Darren Soto,FL-9,WV-3,16,16,1
20201226,Ruben Gallego,AZ-7,VA-2,15,15,1
20200902,Ruben Gallego,AZ-7,IL-12,15,15,1
20201127,Ruben Gallego,AZ-7,AZ-5,15,15,1
20200913,Ruben Gallego,AZ-7,MO-5,15,15,1
20201110,Ruben Gallego,AZ-7,TN-4,15,15,1
20201016,Ruben Gallego,AZ-7,VA-4,15,15,1
20201029,Ruben Gallego,AZ-7,OH-5,17,17,1
20201003,Ruben Gallego,AZ-7,CA-46,15,15,1
20201013,Ruben Gallego,AZ-7,WA-6,12,15,1
20201219,Ruben Gallego,AZ-7,NJ-4,15,15,1
20201111,Rick W. Allen,GA-12,OR-5,16,16,1
20200921,Rick W. Allen,GA-12,CA-19,16,16,1
20201115,Rick W. Allen,GA-12,WY-AT LARGE,16,16,1
20201109,Rick W. Allen,GA-12,NY-9,16,16,1
20201001,Rick W. Allen,GA-12,NC-5,16,16,1
20201113,Rick W. Allen,GA-12,AR-2,16,16,1
20200909,Rick W. Allen,GA-12,FL-13,16,16,1
20201130,Rick W. Allen,GA-12,TX-4,16,16,1
20200919,Rick W. Allen,GA-12,FL-2,16,16,1
20201003,Rick W. Allen,GA-12,GA-13,16,16,1
20201120,Thomas Massie,KY-4,MO-6,16,16,1
20201105,Thomas Massie,KY-4,CA-42,18,18,1
20201125,Thomas Massie,KY-4,FL-2,15,15,1
20201121,Thomas Massie,KY-4,TX-29,15,15,1
20201226,Thomas Massie,KY-4,NY-25,15,15,1
20201211,Thomas Massie,KY-4,TX-11,16,16,1
20201212,Thomas Massie,KY-4,NJ-3,16,16,1
20201221,Thomas Massie,KY-4,NC-12,16,16,1
20201119,Thomas Massie,KY-4,CA-45,15,15,1
20201122,Thomas Massie,KY-4,FL-5,15,15,1
20201014,Sam Graves,MO-6,AR-4,15,15,1
20201015,Sam Graves,MO-6,TN-9,15,15,1
20201008,Sam Graves,MO-6,ID-1,16,16,1
20201222,Sam Graves,MO-6,CO-4,18,18,1
20201130,Sam Graves,MO-6,NJ-7,15,15,1
20200901,Sam Graves,MO-6,NY-10,16,15,1
20201011,Sam Graves,MO-6,MI-12,18,18,1
20201029,Sam Graves,MO-6,WI-7,15,15,1
20201110,Sam Graves,MO-6,WI-6,15,16,1
20201115,Sam Graves,MO-6,CA-31,15,15,1
20201024,Gregory Meeks,NY-5,CA-1,15,15,1
20201018,Gregory Meeks,NY-5,CA-41,16,16,1
20201105,Gregory Meeks,NY-5,MD-7,15,15,1
20201214,Gregory Meeks,NY-5,CA-7,15,15,1
20201104,Gregory Meeks,NY-5,OK-3,12,12,1
20201020,Gregory Meeks,NY-5,NJ-10,12,12,1
20201219,Gregory Meeks,NY-5,MO-4,15,15,1
20201220,Gregory Meeks,NY-5,GA-10,16,16,1
20201028,Gregory Meeks,NY-5,PA-2,15,15,1
20201017,Gregory Meeks,NY-5,ID-2,16,16,1
20201018,Martha Roby,AL-2,NC-9,12,12,1
20201026,Martha Roby,AL-2,FL-21,12,12,1
20201104,Martha Roby,AL-2,GA-12,15,15,1
20201211,Martha Roby,AL-2,GA-8,15,15,1
20201208,Martha Roby,AL-2,NE-2,14,13,1
20201215,Martha Roby,AL-2,WY-AT LARGE,12,12,1
20201203,Martha Roby,AL-2,VA-7,12,12,1
20201206,Martha Roby,AL-2,MO-4,12,12,1
20200911,Martha Roby,AL-2,CA-46,15,15,1
20201019,Martha Roby,AL-2,NY-9,12,12,1
20200901,Terri Sewell,AL-7,CA-27,15,15,1
20201230,Terri Sewell,AL-7,AR-3,15,15,1
20201220,Terri Sewell,AL-7,OH-15,15,15,1
20201022,Terri Sewell,AL-7,PA-1,15,15,1
20200909,Terri Sewell,AL-7,PA-9,15,7,1
20201203,Terri Sewell,AL-7,MA-2,15,15,1
20201028,Terri Sewell,AL-7,CA-15,16,16,1
20201012,Terri Sewell,AL-7,NM-1,15,15,1
20201121,Terri Sewell,AL-7,TX-30,18,15,1
20201029,Terri Sewell,AL-7,MI-3,15,15,1
20200909,Alan Lowenthal,CA-47,FL-27,16,16,1
20200912,Alan Lowenthal,CA-47,MI-3,16,7,1
20201025,Alan Lowenthal,CA-47,NH-2,16,16,1
20201022,Alan Lowenthal,CA-47,LA-6,16,16,1
20201204,Alan Lowenthal,CA-47,SC-6,16,16,1
20200902,Alan Lowenthal,CA-47,CA-6,16,16,1
20201125,Alan Lowenthal,CA-47,CA-5,16,16,1
20201228,Alan Lowenthal,CA-47,CA-32,15,15,1
20200921,Alan Lowenthal,CA-47,PA-8,16,16,1
20201111,Alan Lowenthal,CA-47,IL-12,16,16,1
20201222,Jerrold Nadler,NY-10,LA-1,18,18,1
20201102,Jerrold Nadler,NY-10,CO-6,12,12,1
20201118,Jerrold Nadler,NY-10,WA-3,12,12,1
20200902,Jerrold Nadler,NY-10,VA-1,12,12,1
20201225,Jerrold Nadler,NY-10,MA-1,17,17,1
20201218,Jerrold Nadler,NY-10,KY-1,12,12,1
20201229,Jerrold Nadler,NY-10,NY-1,17,17,1
20200907,Jerrold Nadler,NY-10,NY-3,15,15,1
20201024,Jerrold Nadler,NY-10,TX-33,12,12,1
20201005,Jerrold Nadler,NY-10,FL-3,15,15,1
20200920,Jim Hagedorn,MN-1,MA-9,13,13,1
20201205,Jim Hagedorn,MN-1,RI-2,16,16,1
20201110,Jim Hagedorn,MN-1,MS-2,18,17,1
20201105,Jim Hagedorn,MN-1,MI-13,18,18,1
20201203,Jim Hagedorn,MN-1,AR-1,15,15,1
20201101,Jim Hagedorn,MN-1,NC-7,19,19,1
20201217,Jim Hagedorn,MN-1,FL-2,19,19,1
20200903,Jim Hagedorn,MN-1,NC-5,13,13,1
20201111,Jim Hagedorn,MN-1,PA-2,18,18,1
20200901,Jim Hagedorn,MN-1,NH-1,13,13,1
20200914,Albio Sires,NJ-8,TX-30,16,16,1
20201129,Albio Sires,NJ-8,WA-1,16,15,1
20201222,Albio Sires,NJ-8,AZ-3,15,15,1
20201217,Albio Sires,NJ-8,GA-2,15,15,1
20201230,Albio Sires,NJ-8,CA-42,15,15,1
20201107,Albio Sires,NJ-8,CA-47,16,16,1
20201119,Albio Sires,NJ-8,ND-AT LARGE,16,16,1
20201114,Albio Sires,NJ-8,IN-2,16,16,1
20201127,Albio Sires,NJ-8,CA-41,16,15,1
20201219,Albio Sires,NJ-8,TX-24,15,15,1
20201217,Alcee Hastings,FL-20,MI-8,13,13,1
20201210,Alcee Hastings,FL-20,GA-8,13,13,1
20200921,Alcee Hastings,FL-20,TX-5,13,13,1
20200906,Alcee Hastings,FL-20,CA-26,16,16,1
20201017,Alcee Hastings,FL-20,VA-3,12,12,1
20201224,Alcee Hastings,FL-20,MT-AT LARGE,15,15,1
20200906,Alcee Hastings,FL-20,TX-22,16,16,1
20201221,Alcee Hastings,FL-20,NC-10,13,13,1
20201102,Alcee Hastings,FL-20,WA-6,13,13,1
20201231,Alcee Hastings,FL-20,CT-2,16,15,1
20200921,Debbie Mucarsel-Powell,FL-26,FL-19,16,16,1
20201203,Debbie Mucarsel-Powell,FL-26,TN-9,16,16,1
20201003,Debbie Mucarsel-Powell,FL-26,NY-19,19,19,1
20201225,Debbie Mucarsel-Powell,FL-26,TX-29,16,16,1
20200919,Debbie Mucarsel-Powell,FL-26,DE-AT LARGE,17,17,1
20201016,Debbie Mucarsel-Powell,FL-26,NE-3,18,18,1
20201210,Debbie Mucarsel-Powell,FL-26,NC-7,16,15,1
20200911,Debbie Mucarsel-Powell,FL-26,NY-11,18,18,1
20201128,Debbie Mucarsel-Powell,FL-26,MA-2,16,18,1
20201028,Debbie Mucarsel-Powell,FL-26,PA-16,18,18,1
20201103,Lucille Roybal-Allard,CA-40,TX-27,12,12,1
20201023,Lucille Roybal-Allard,CA-40,PA-11,15,15,1
20201015,Lucille Roybal-Allard,CA-40,PA-7,16,15,1
20201206,Lucille Roybal-Allard,CA-40,IL-5,15,15,1
20200904,Lucille Roybal-Allard,CA-40,UT-2,13,13,1
20201126,Lucille Roybal-Allard,CA-40,NY-18,13,12,1
20200909,Lucille Roybal-Allard,CA-40,SC-2,16,13,1
20201213,Lucille Roybal-Allard,CA-40,WA-1,12,12,1
20201119,Lucille Roybal-Allard,CA-40,VA-10,13,12,1
20201223,Lucille Roybal-Allard,CA-40,TX-36,16,16,1
